""	source	type	score	phase	gene_id	gene_type	gene_status	gene_name	level	havana_gene	transcript_id	transcript_type	transcript_status	transcript_name	transcript_support_level	tag	havana_transcript	exon_number	exon_id	ont	protein_id	ccdsid	logFC	AveExpr	t	P.Value	adj.P.Val	B	SE
ENST00000562942.1	HAVANA	transcript			ENSG00000273036.2	lincRNA	KNOWN	FAM95C	2	OTTHUMG00000186350.2	ENST00000562942.1	lincRNA	KNOWN	FAM95C-001	2		OTTHUMT00000472991.1						0.665903012226454	0.930447439236196	7.83145183863985	2.00168311883045e-13	2.68431266466048e-10	20.0233986046983	0.120904905736906
ENST00000335606.10	HAVANA	transcript			ENSG00000242110.7	protein_coding	KNOWN	AMACR	2	OTTHUMG00000090734.2	ENST00000335606.10	protein_coding	KNOWN	AMACR-001	1	CCDS	OTTHUMT00000207467.1				ENSP00000334424.6	CCDS3902.1	0.618230547897819	1.73458337784464	7.78086020801335	2.74119738953729e-13	3.62566538012855e-10	19.718762672584	0.0965308075383058
ENST00000567984.1	HAVANA	transcript			ENSG00000260953.1	lincRNA	KNOWN	RP11-426C22.6	2	OTTHUMG00000176713.1	ENST00000567984.1	lincRNA	KNOWN	RP11-426C22.6-001	4	basic	OTTHUMT00000433249.1						1.63781142788563	0.449201878688122	7.77594552402258	2.82604759276598e-13	3.68738107124225e-10	19.6641826877718	0.136089756974174
ENST00000577487.1	HAVANA	transcript			ENSG00000176809.10	protein_coding	KNOWN	LRRC37A3	2	OTTHUMG00000132307.4	ENST00000577487.1	processed_transcript	KNOWN	LRRC37A3-007	3		OTTHUMT00000445381.1						0.647418940442933	0.290715293453711	7.76136427773088	3.09336952176433e-13	3.98236267739245e-10	19.5681798067088	0.0885756102128545
ENST00000253255.6	HAVANA	transcript			ENSG00000130943.6	protein_coding	KNOWN	PKDREJ	2	OTTHUMG00000150493.1	ENST00000253255.6	protein_coding	KNOWN	PKDREJ-001	NA	CCDS	OTTHUMT00000318466.1				ENSP00000253255.5	CCDS14073.1	1.03256657453214	0.468705996610275	7.74651777688005	3.3912298781455e-13	4.30837907440079e-10	19.4926912137263	0.197009629680018
ENST00000449048.2	HAVANA	transcript			ENSG00000228510.2	processed_pseudogene	KNOWN	RP11-339B21.8	1	OTTHUMG00000020744.2	ENST00000449048.2	processed_pseudogene	KNOWN	RP11-339B21.8-001	NA	basic	OTTHUMT00000054430.2			PGO:0000004			1.09159207518617	0.362617000751191	7.73480319886397	3.64612027197415e-13	4.57204541221028e-10	19.4149902854646	0.105981267897701
ENST00000377911.1	HAVANA	transcript			ENSG00000148484.17	protein_coding	KNOWN	RSU1	2	OTTHUMG00000017740.4	ENST00000377911.1	processed_transcript	KNOWN	RSU1-003	1		OTTHUMT00000047007.1						0.414329124013475	2.32155027766853	7.68759380979734	4.87984931831468e-13	6.0406278343661e-10	19.1315072783989	0.0976850600400213
ENST00000291576.11	HAVANA	transcript			ENSG00000241945.7	protein_coding	KNOWN	PWP2	2	OTTHUMG00000086893.5	ENST00000291576.11	protein_coding	KNOWN	PWP2-001	1	CCDS	OTTHUMT00000195736.3				ENSP00000291576.6	CCDS33579.1	-2.67468804197297	2.39357166729688	-7.66943535023814	5.45731721091538e-13	6.64423757850811e-10	19.0160764161003	0.0498316700984524
ENST00000336905.3	HAVANA	transcript			ENSG00000204588.5	lincRNA	KNOWN	LINC01123	1	OTTHUMG00000154954.2	ENST00000336905.3	lincRNA	KNOWN	LINC01123-001	1	exp_conf	OTTHUMT00000337799.1						-1.08563318291541	1.78732718086311	-7.66801912508231	5.50509565922332e-13	6.64423757850811e-10	19.0384620022891	0.101561050034051
ENST00000406022.6	HAVANA	transcript			ENSG00000147403.16	protein_coding	KNOWN	RPL10	2	OTTHUMG00000033189.13	ENST00000406022.6	protein_coding	KNOWN	RPL10-011	3	basic	OTTHUMT00000127777.3				ENSP00000385621.2		4.86300637946632	2.28399727637903	7.66357978975008	5.65755842789074e-13	6.74394933884646e-10	19.0119026857932	0.09487152724656
ENST00000624870.1	HAVANA	transcript			ENSG00000279656.1	TEC	KNOWN	RP11-298I3.6	2	OTTHUMG00000172912.1	ENST00000624870.1	TEC	KNOWN	RP11-298I3.6-001	NA	basic	OTTHUMT00000421344.1						2.23389964975314	-0.954486444179827	7.64207462209505	6.45726253435222e-13	7.60334788709567e-10	18.4331300683652	0.128231822502894
ENST00000409569.2	HAVANA	transcript			ENSG00000172965.14	lincRNA	KNOWN	MIR4435-2HG	2	OTTHUMG00000150313.9	ENST00000409569.2	lincRNA	KNOWN	MIR4435-2HG-001	1	basic	OTTHUMT00000317532.1						-1.43023091356038	-1.64548728682319	-7.6392319164476	6.57100664724388e-13	7.64405994961429e-10	18.0319816894154	0.0971342423629057
ENST00000482713.1	HAVANA	transcript			ENSG00000038219.12	protein_coding	KNOWN	BOD1L1	2	OTTHUMG00000090659.4	ENST00000482713.1	nonsense_mediated_decay	KNOWN	BOD1L1-002	5		OTTHUMT00000351713.1				ENSP00000420541.1		0.510867986901949	1.04909741637198	7.63431614832196	6.77239054056539e-13	7.78454043159227e-10	18.8492363384003	0.0996385548141895
ENST00000560646.2	HAVANA	transcript			ENSG00000259433.2	processed_pseudogene	KNOWN	CTD-2651B20.4	1	OTTHUMG00000172004.2	ENST00000560646.2	processed_pseudogene	KNOWN	CTD-2651B20.4-001	NA	basic	OTTHUMT00000416359.2			PGO:0000004			1.20467739040536	-1.3353061777006	7.62508535137639	7.16716599605376e-13	8.14139465391735e-10	18.2468163820036	0.131568763353492
ENST00000399273.5	HAVANA	transcript			ENSG00000170160.17	protein_coding	KNOWN	CCDC144A	2	OTTHUMG00000059178.7	ENST00000399273.5	protein_coding	KNOWN	CCDC144A-001	5	appris_alternative_2	OTTHUMT00000131112.2				ENSP00000382215.1		0.742280502495666	5.38732578158277	7.60834310981642	7.94206401714527e-13	8.91672150129586e-10	18.3203708047366	0.0674718612096646
ENST00000545756.5	ENSEMBL	transcript			ENSG00000110013.12	protein_coding	KNOWN	SIAE	3	OTTHUMG00000165926.2	ENST00000545756.5	protein_coding	KNOWN	SIAE-201	1	CCDS					ENSP00000437877.1	CCDS55795.1	-0.289680526545036	4.37364493918162	-7.58630567020792	9.08946139654807e-13	1.00876305250839e-09	18.3181788778611	0.296865710848016
ENST00000409681.1	HAVANA	transcript			ENSG00000068654.15	protein_coding	KNOWN	POLR1A	2	OTTHUMG00000153165.3	ENST00000409681.1	protein_coding	KNOWN	POLR1A-002	5	basic	OTTHUMT00000329831.2				ENSP00000386300.1		-0.476448951063434	3.91134648445532	-7.57986778159674	9.45454888625943e-13	1.03735740132261e-09	18.336821598099	0.144936931751176
ENST00000309865.11	HAVANA	transcript			ENSG00000237296.9	transcribed_unprocessed_pseudogene	KNOWN	SMG1P1	2	OTTHUMG00000156797.2	ENST00000309865.11	transcribed_unprocessed_pseudogene	KNOWN	SMG1P1-001	NA	basic	OTTHUMT00000345863.1			PGO:0000019			1.8507756046963	3.722801496094	7.5650241166151	1.03524516204762e-12	1.12311304917242e-09	18.2693513893281	0.229419251764777
ENST00000529369.1	HAVANA	transcript			ENSG00000254682.1	antisense	KNOWN	RP11-660L16.2	1	OTTHUMG00000167347.1	ENST00000529369.1	antisense	KNOWN	RP11-660L16.2-001	2	exp_conf	OTTHUMT00000394256.1						0.539379269774774	1.30927682924194	7.54819133745054	1.14729121323175e-12	1.23083950891531e-09	18.3398214320325	0.0829892432982694
ENST00000337508.8	HAVANA	transcript			ENSG00000053702.14	protein_coding	KNOWN	NRIP2	2	OTTHUMG00000130616.5	ENST00000337508.8	protein_coding	KNOWN	NRIP2-001	1	CCDS	OTTHUMT00000253090.4				ENSP00000337501.4	CCDS8514.1	0.49675984318832	4.12167618925464	7.53373682688411	1.25300878419562e-12	1.32948362801345e-09	18.0384883232413	0.326302295001349
ENST00000546265.1	HAVANA	transcript			ENSG00000111215.11	protein_coding	KNOWN	PRR4	2	OTTHUMG00000168522.5	ENST00000546265.1	processed_transcript	KNOWN	PRR4-020	5		OTTHUMT00000400227.1						-0.945011068427277	1.15587636957919	-7.52850165753428	1.29362531778844e-12	1.35765977101897e-09	18.2246048671435	0.350143257008922
ENST00000631292.1	ENSEMBL	transcript			ENSG00000265185.5	snoRNA	KNOWN	SNORD3B-1	3	OTTHUMG00000178499.2	ENST00000631292.1	snoRNA	KNOWN	SNORD3B-1-202	NA								3.09914359201679	-0.576971164226616	7.51139644719011	1.43561595792763e-12	1.47462194895473e-09	17.8593251671652	0.286247344851428
ENST00000628329.1	ENSEMBL	transcript			ENSG00000262074.6	snoRNA	KNOWN	SNORD3B-2	3	OTTHUMG00000178152.3	ENST00000628329.1	snoRNA	KNOWN	SNORD3B-2-202	NA								3.09914359201679	-0.576971164226616	7.51139644719011	1.43561595792763e-12	1.47462194895473e-09	17.8593251671652	0.0603688132762871
ENST00000556379.1	HAVANA	transcript			ENSG00000215256.3	antisense	KNOWN	DHRS4-AS1	2	OTTHUMG00000171901.1	ENST00000556379.1	antisense	KNOWN	DHRS4-AS1-007	1	basic	OTTHUMT00000415722.1						0.352784952761091	3.16680092458793	7.4973217219165	1.56390922466728e-12	1.58949148714236e-09	17.9240551388228	0.138794122929104
ENST00000278200.5	HAVANA	transcript			ENSG00000148950.9	protein_coding	KNOWN	IMMP1L	2	OTTHUMG00000166226.2	ENST00000278200.5	protein_coding	KNOWN	IMMP1L-001	2	CCDS	OTTHUMT00000388496.1				ENSP00000278200.1	CCDS7874.1	-1.99094509280444	-1.72897348968302	-7.49315054159092	1.60406024319914e-12	1.61331700751927e-09	17.2777952416488	0.117677271880839
ENST00000561384.3	HAVANA	transcript			ENSG00000259479.6	transcribed_unprocessed_pseudogene	KNOWN	SORD2P	2	OTTHUMG00000171966.3	ENST00000561384.3	processed_transcript	KNOWN	SORD2P-002	5	basic	OTTHUMT00000416181.3						-4.85036852059423	-2.5870598015191	-7.49007284502623	1.63433669939954e-12	1.62444659151506e-09	14.3083344798736	0.0961599119188311
ENST00000341745.3	HAVANA	transcript			ENSG00000188933.14	transcribed_unprocessed_pseudogene	KNOWN	USP32P1	2	OTTHUMG00000186451.1	ENST00000341745.3	processed_transcript	KNOWN	USP32P1-008	1	basic	OTTHUMT00000131105.1						0.91521883721071	3.48080112524234	7.48753217774174	1.65975491629059e-12	1.62444659151506e-09	17.8303635189074	0.0613882036282272
ENST00000529559.1	HAVANA	transcript			ENSG00000230549.3	protein_coding	KNOWN	USP17L1	2	OTTHUMG00000150578.3	ENST00000529559.1	protein_coding	KNOWN	USP17L1-001	NA	CCDS	OTTHUMT00000318957.3				ENSP00000485364.1	CCDS78298.1	1.91005760729656	-1.35152106849884	7.48695350360747	1.66559865526018e-12	1.62444659151506e-09	17.327606018047	0.202977995135686
ENST00000409028.8	HAVANA	transcript			ENSG00000071082.10	protein_coding	KNOWN	RPL31	2	OTTHUMG00000130687.7	ENST00000409028.8	protein_coding	KNOWN	RPL31-007	2	CCDS	OTTHUMT00000329105.2				ENSP00000386717.3	CCDS46373.1	-0.766175220843933	3.18663303137587	-7.4629262825239	1.92703452237379e-12	1.86062891273279e-09	17.7134179046047	0.0270132794764715
ENST00000423505.5	HAVANA	transcript			ENSG00000131828.13	protein_coding	KNOWN	PDHA1	2	OTTHUMG00000021224.3	ENST00000423505.5	protein_coding	KNOWN	PDHA1-009	2	cds_end_NF	OTTHUMT00000055982.2				ENSP00000406473.1		2.33558884403489	-1.0861026661683	7.41870395786033	2.51841945050983e-12	2.40755912499531e-09	17.058064196407	0.185845896516294
ENST00000377890.6	HAVANA	transcript			ENSG00000168003.16	protein_coding	KNOWN	SLC3A2	2	OTTHUMG00000074091.8	ENST00000377890.6	protein_coding	KNOWN	SLC3A2-001	1	CCDS	OTTHUMT00000157306.1				ENSP00000367122.2	CCDS8039.2	-1.16124429386836	0.909563865857799	-7.40369840127158	2.75728177415476e-12	2.6100645531543e-09	17.4933234879084	0.0494502697760743
ENST00000467168.5	HAVANA	transcript			ENSG00000147403.16	protein_coding	KNOWN	RPL10	2	OTTHUMG00000033189.13	ENST00000467168.5	retained_intron	KNOWN	RPL10-012	2		OTTHUMT00000127778.2						2.77753498727206	1.10692923848027	7.39535895845158	2.89956134587948e-12	2.71809947757328e-09	17.445420571757	0.210048906812506
ENST00000378076.3	HAVANA	transcript			ENSG00000077943.7	protein_coding	KNOWN	ITGA8	2	OTTHUMG00000017733.1	ENST00000378076.3	protein_coding	KNOWN	ITGA8-001	1	CCDS	OTTHUMT00000046987.1				ENSP00000367316.3	CCDS31155.1	-0.574585963577147	1.65877309453408	-7.37988461008662	3.1830338809693e-12	2.95145201450451e-09	17.3428122966542	0.0777075664962605
ENST00000372967.3	HAVANA	transcript			ENSG00000168653.10	protein_coding	KNOWN	NDUFS5	2	OTTHUMG00000007497.1	ENST00000372967.3	protein_coding	KNOWN	NDUFS5-002	1	CCDS	OTTHUMT00000019689.1				ENSP00000362058.3	CCDS434.1	-0.410005852114057	5.59327948531541	-7.37777246014356	3.22378982932034e-12	2.95145201450451e-09	16.9146784537392	0.0303660008560723
ENST00000374779.3	HAVANA	transcript			ENSG00000277556.1	protein_coding	KNOWN	OR13C5	2	OTTHUMG00000020408.3	ENST00000374779.3	protein_coding	KNOWN	OR13C5-001	NA	CCDS	OTTHUMT00000053479.3				ENSP00000363911.2	CCDS35091.1	0.801218309135648	-0.184420837685114	7.37692963788382	3.24019629986824e-12	2.95145201450451e-09	17.2723411182563	0.0502763617078226
ENST00000580119.1	HAVANA	transcript			ENSG00000263667.1	lincRNA	KNOWN	RP3-416J7.4	2	OTTHUMG00000179310.1	ENST00000580119.1	lincRNA	KNOWN	RP3-416J7.4-001	2	basic	OTTHUMT00000445711.1						2.34892276286781	-1.47319005787175	7.37441771527203	3.28958411682142e-12	2.96843462444463e-09	16.4861215696925	0.188273751900103
ENST00000522551.1	HAVANA	transcript			ENSG00000233913.7	processed_pseudogene	KNOWN	CTC-575D19.1	2	OTTHUMG00000157935.1	ENST00000522551.1	processed_pseudogene	KNOWN	CTC-575D19.1-001	NA	basic	OTTHUMT00000349901.1			PGO:0000004			-4.69236033972493	-2.44290138258642	-7.37282568052306	3.32126964962489e-12	2.96927657175817e-09	13.9029556743698	0.162135307479282
ENST00000619021.4	HAVANA	transcript			ENSG00000276550.4	transcribed_unprocessed_pseudogene	KNOWN	HERC2P2	2	OTTHUMG00000188262.2	ENST00000619021.4	processed_transcript	KNOWN	HERC2P2-002	1	basic	OTTHUMT00000476913.1						0.983406331561335	5.80267140007397	7.3643869324225	3.49432039217954e-12	3.09532670776609e-09	16.8148400344266	0.0511522651972665
ENST00000564490.1	HAVANA	transcript			ENSG00000261195.1	antisense	KNOWN	CTD-2380F24.1	2	OTTHUMG00000177256.1	ENST00000564490.1	antisense	KNOWN	CTD-2380F24.1-001	2	basic	OTTHUMT00000436041.1						0.790089087557698	0.109478577138808	7.34125280417887	4.01569115824155e-12	3.52482767357141e-09	17.0980230073375	0.383465029810334
ENST00000435564.5	HAVANA	transcript			ENSG00000115252.18	protein_coding	KNOWN	PDE1A	2	OTTHUMG00000132596.2	ENST00000435564.5	protein_coding	KNOWN	PDE1A-001	1	CCDS	OTTHUMT00000255807.1				ENSP00000410309.1	CCDS2285.1	-0.921226540818868	3.24071695217055	-7.33326704780168	4.21292628956445e-12	3.66463860326672e-09	16.9396241849251	0.321506812647943
ENST00000623883.1	HAVANA	transcript			ENSG00000280234.1	TEC	KNOWN	RP11-145P16.2	2	OTTHUMG00000176880.1	ENST00000623883.1	TEC	KNOWN	RP11-145P16.2-001	NA	basic	OTTHUMT00000434201.1						0.267487613437014	4.23675739097811	7.33069496510495	4.27846534742954e-12	3.68841913531885e-09	16.8170228062187	0.449859003820441
ENST00000258105.7	HAVANA	transcript			ENSG00000204822.6	protein_coding	KNOWN	MRPL53	2	OTTHUMG00000129961.2	ENST00000258105.7	protein_coding	KNOWN	MRPL53-001	1	CCDS	OTTHUMT00000252225.2				ENSP00000258105.7	CCDS1944.1	0.308021300477935	2.55339431926253	7.32175890909831	4.51408179981333e-12	3.85710313362103e-09	16.9451748727373	0.102036506729253
ENST00000379221.3	HAVANA	transcript			ENSG00000120675.5	protein_coding	KNOWN	DNAJC15	2	OTTHUMG00000016813.3	ENST00000379221.3	protein_coding	KNOWN	DNAJC15-001	1	CCDS	OTTHUMT00000044709.3				ENSP00000368523.2	CCDS9388.1	-0.27197404994881	5.84800197008943	-7.31275005386336	4.76457264892717e-12	4.03542585565363e-09	16.498571749412	0.11301699805794
ENST00000537087.5	HAVANA	transcript			ENSG00000111678.10	protein_coding	KNOWN	C12orf57	1	OTTHUMG00000169017.3	ENST00000537087.5	protein_coding	KNOWN	C12orf57-006	2	CCDS	OTTHUMT00000401958.1				ENSP00000440937.1	CCDS76515.1	-0.453182506657875	1.95843787177524	-7.28826430838643	5.51681430116732e-12	4.63191728726009e-09	16.7927350238607	0.0889385164746432
ENST00000578207.5	HAVANA	transcript			ENSG00000264343.5	protein_coding	KNOWN	NOTCH2NL	2	OTTHUMG00000013754.5	ENST00000578207.5	protein_coding	KNOWN	NOTCH2NL-003	5	CCDS	OTTHUMT00000038546.3				ENSP00000464060.1	CCDS72880.1	-0.481624394986225	4.38842396836159	-7.24809275526881	7.01243816558854e-12	5.83688754000203e-09	16.311901571605	0.077613581349004
ENST00000563586.1	HAVANA	transcript			ENSG00000260897.1	unprocessed_pseudogene	KNOWN	DNM1P30	1	OTTHUMG00000175639.1	ENST00000563586.1	unprocessed_pseudogene	KNOWN	DNM1P30-001	NA	basic	OTTHUMT00000430692.1			PGO:0000005			2.87651495297135	-3.13972532538666	7.23801592746007	7.44645866087235e-12	6.14517409864845e-09	12.1876800342795	0.104433340278255
ENST00000264932.10	HAVANA	transcript			ENSG00000073578.16	protein_coding	KNOWN	SDHA	2	OTTHUMG00000090275.4	ENST00000264932.10	protein_coding	KNOWN	SDHA-001	1	CCDS	OTTHUMT00000206599.1				ENSP00000264932.6	CCDS3853.1	0.444371996149576	5.57006985060452	7.23283490481408	7.67981985434371e-12	6.28404513742629e-09	16.068450591614	0.0759781753516043
ENST00000494191.6	HAVANA	transcript			ENSG00000058453.16	protein_coding	KNOWN	CROCC	2	OTTHUMG00000002200.9	ENST00000494191.6	retained_intron	KNOWN	CROCC-006	5	dotter_confirmed	OTTHUMT00000006581.2						-0.493003766345616	0.961977009595561	-7.20421211885018	9.10512613321912e-12	7.38770040896503e-09	16.3422634438793	0.399170000283205
ENST00000507741.5	HAVANA	transcript			ENSG00000109184.14	protein_coding	KNOWN	DCUN1D4	2	OTTHUMG00000128700.7	ENST00000507741.5	nonsense_mediated_decay	KNOWN	DCUN1D4-005	2		OTTHUMT00000361455.1				ENSP00000423808.1		-0.430798444672502	2.77626501855786	-7.19943629190159	9.36711042835574e-12	7.53693316916217e-09	16.2143024522672	0.201597945908274
ENST00000563190.1	HAVANA	transcript			ENSG00000261273.1	lincRNA	KNOWN	LA16c-444G7.1	2	OTTHUMG00000175546.1	ENST00000563190.1	lincRNA	KNOWN	LA16c-444G7.1-001	3	basic	OTTHUMT00000430451.1						1.66111455733996	-1.38997292915001	7.19200782131255	9.7894557623562e-12	7.81166207998794e-09	15.7659784671987	0.0713616306215524
ENST00000423432.6	ENSEMBL	transcript			ENSG00000102309.12	protein_coding	KNOWN	PIN4	3	OTTHUMG00000021811.2	ENST00000423432.6	protein_coding	KNOWN	PIN4-201	2	CCDS					ENSP00000409154.2	CCDS55447.1	1.45095215946126	-2.50796200117105	7.18535191847201	1.01837962986839e-11	8.05972350674696e-09	14.0739088670716	0.445297356323701
ENST00000382085.7	HAVANA	transcript			ENSG00000242110.7	protein_coding	KNOWN	AMACR	2	OTTHUMG00000090734.2	ENST00000382085.7	protein_coding	KNOWN	AMACR-008	1	CCDS	OTTHUMT00000364411.1				ENSP00000371517.3	CCDS54836.1	1.1086169062102	0.0619381827156296	7.17922929678577	1.05603537373409e-11	8.28979182727814e-09	16.1662221555231	0.16204900218501
ENST00000362074.7	HAVANA	transcript			ENSG00000264343.5	protein_coding	KNOWN	NOTCH2NL	2	OTTHUMG00000013754.5	ENST00000362074.7	protein_coding	KNOWN	NOTCH2NL-002	1	CCDS	OTTHUMT00000038545.3				ENSP00000354929.6	CCDS72880.1	-1.31398063397831	1.11591322665504	-7.16350223533788	1.1591702636595e-11	9.02601013204669e-09	16.1054976808075	0.202486494911272
ENST00000514247.5	HAVANA	transcript			ENSG00000109775.10	protein_coding	KNOWN	UFSP2	2	OTTHUMG00000160441.4	ENST00000514247.5	nonsense_mediated_decay	KNOWN	UFSP2-002	2		OTTHUMT00000360590.2				ENSP00000423599.1		0.493063939921103	2.75245434688544	7.14156602822309	1.31979405666523e-11	1.01945116277804e-08	15.8815855852344	0.0462795490883051
ENST00000561725.5	HAVANA	transcript			ENSG00000140474.12	protein_coding	KNOWN	ULK3	2	OTTHUMG00000173020.11	ENST00000561725.5	retained_intron	KNOWN	ULK3-004	5		OTTHUMT00000421742.1						3.20339113307042	1.58631120172937	7.13418831133531	1.37859996919905e-11	1.05642334465115e-08	15.9300704123402	0.0432035217756938
ENST00000309318.7	HAVANA	transcript			ENSG00000173457.10	protein_coding	KNOWN	PPP1R14B	2	OTTHUMG00000167846.3	ENST00000309318.7	protein_coding	KNOWN	PPP1R14B-001	1	CCDS	OTTHUMT00000396586.3				ENSP00000310117.3	CCDS31596.1	-0.424490564449772	1.65744687270714	-7.13023727672946	1.41114727839285e-11	1.07284971903892e-08	15.8999629188198	0.0822421636337497
ENST00000612911.1	HAVANA	transcript			ENSG00000124571.17	protein_coding	KNOWN	XPO5	2	OTTHUMG00000014742.10	ENST00000612911.1	retained_intron	KNOWN	XPO5-014	2		OTTHUMT00000373667.2						-0.710627642280594	-0.910359556422157	-7.12505443676531	1.45499290646911e-11	1.09754207102515e-08	15.7077099112858	0.470402558006923
ENST00000519295.5	HAVANA	transcript			ENSG00000132842.13	protein_coding	KNOWN	AP3B1	1	OTTHUMG00000106919.2	ENST00000519295.5	protein_coding	KNOWN	AP3B1-002	1	CCDS	OTTHUMT00000369905.1				ENSP00000430597.1	CCDS64186.1	-0.20218260417933	5.35245160315057	-7.06170460020919	2.11263160541639e-11	1.58126381418119e-08	15.1061166647503	0.094955139861225
ENST00000323981.6	HAVANA	transcript			ENSG00000166012.15	protein_coding	KNOWN	TAF1D	2	OTTHUMG00000167451.5	ENST00000323981.6	nonsense_mediated_decay	KNOWN	TAF1D-002	2	CCDS	OTTHUMT00000394649.2				ENSP00000314971.2	CCDS8293.1	0.40333543278632	2.7003599778971	7.04261975329034	2.36291602800177e-11	1.75499226282833e-08	15.319843942504	0.1134794258242
ENST00000572904.5	HAVANA	transcript			ENSG00000120071.12	protein_coding	KNOWN	KANSL1	2	OTTHUMG00000178026.4	ENST00000572904.5	protein_coding	KNOWN	KANSL1-002	1	CCDS	OTTHUMT00000440273.2				ENSP00000461484.1	CCDS11503.2	0.622602877413961	3.84720817261367	7.032385361297	2.50894536607434e-11	1.84922680057971e-08	15.1379747712466	0.124208544721126
ENST00000551901.5	HAVANA	transcript			ENSG00000248124.7	transcribed_unprocessed_pseudogene	KNOWN	RRN3P1	2	OTTHUMG00000170417.2	ENST00000551901.5	transcribed_unprocessed_pseudogene	KNOWN	RRN3P1-001	NA	basic	OTTHUMT00000409036.1			PGO:0000019			0.766404619498607	0.00285255279799731	7.02876779859778	2.5626613124316e-11	1.87450909364031e-08	15.3184862749782	0.118903938959825
