clusterID	N	coord	gene	annotation	FDR	chr	Type	Tissue
clu_151973_-	3	chr6:61678947-61681009	RP1-240B8.3	cryptic	5.96e-09	chr6	DTU	Caudate
clu_10223_-	4	chr15:20669637-20671113	NBEAP1	cryptic	6.12e-09	chr15	DTU	Caudate
clu_66720_-	4	chr19:221205-229636	LINC01002	annotated	7.1e-09	chr19	DTU	Caudate
clu_55388_-	5	chr2:111344237-111494885	MIR4435-2HG	annotated	7.33e-09	chr2	DTU	Caudate
clu_25385_-	22	chr5:682366-774751	.	annotated	8.46e-09	chr5	DTU	Caudate
clu_117006_+	6	chr6:42879951-42883454	RPL7L1	cryptic	8.65e-09	chr6	DTU	Caudate
clu_155175_+	9	chr14:91199905-91215405	C14orf159	cryptic	8.9e-09	chr14	DTU	Caudate
clu_96029_-	8	chr17:42111497-42112605	DHX58	cryptic	9.15e-09	chr17	DTU	Caudate
clu_169035_-	25	chr7:149891301-150293312	ACTR3C	cryptic	9.67e-09	chr7	DTU	Caudate
clu_22414_-	2	chr3:197613318-197615564	AC024560.3	annotated	1.07e-08	chr3	DTU	Caudate
clu_79839_-	4	chr20:38431112-38435197	SNHG17	annotated	1.09e-08	chr20	DTU	Caudate
clu_118116_+	10	chr6:124283142-124818387	NKAIN2	cryptic	1.09e-08	chr6	DTU	Caudate
clu_10555_-	11	chr15:37218820-37420060	RP11-720L8.1	cryptic	1.1e-08	chr15	DTU	Caudate
clu_47502_-	13	chr9:127896332-127912268	ST6GALNAC6	cryptic	1.1e-08	chr9	DTU	Caudate
clu_142808_+	3	chr15:43192803-43194415	CCNDBP1	annotated	1.16e-08	chr15	DTU	Caudate
clu_126326_-	5	chr12:54950390-54962431	TESPA1	cryptic	1.17e-08	chr12	DTU	Caudate
clu_84741_+	5	chr9:128429036-128435653	CERCAM	cryptic	1.17e-08	chr9	DTU	Caudate
clu_165396_+	4	chr17:75724782-75727195	ITGB4	cryptic	1.7e-08	chr17	DTU	Caudate
clu_171207_-	2	chr4:109302075-109302474	COL25A1	cryptic	1.81e-08	chr4	DTU	Caudate
clu_65329_+	5	chrX:48898014-48898492	PQBP1	cryptic	1.82e-08	chrX	DTU	Caudate
clu_100810_-	12	chr18:23377671-23437781	TMEM241	cryptic	2.03e-08	chr18	DTU	Caudate
clu_113814_?	15	chr1:148808737-148937747	PDE4DIP	cryptic	2.21e-08	chr1	DTU	Caudate
clu_49474_+	2	chr12:50429090-50430498	LARP4	annotated	2.33e-08	chr12	DTU	Caudate
clu_61767_+	7	chr1:148868622-148937747	PDE4DIP	cryptic	2.45e-08	chr1	DTU	Caudate
clu_129545_+	3	chr19:16228208-16233493	AP1M1	annotated	2.48e-08	chr19	DTU	Caudate
clu_64293_+	4	chr1:232950744-232956347	NTPCR	annotated	2.54e-08	chr1	DTU	Caudate
clu_100712_-	14	chr18:11897356-11909092	MPPE1	cryptic	2.57e-08	chr18	DTU	Caudate
clu_10611_-	7	chr15:40557372-40564976	C15orf57	annotated	2.67e-08	chr15	DTU	Caudate
clu_172007_-	5	chr21:5142668-5144091	CH507-9B2.5	cryptic	2.74e-08	chr21	DTU	Caudate
clu_133132_-	6	chr1:1722831-1734690	CDK11A	cryptic	2.9e-08	chr1	DTU	Caudate
clu_138236_-	11	chr1:204274809-204367799	PLEKHA6	cryptic	3.01e-08	chr1	DTU	Caudate
clu_64362_+	3	chr1:236542787-236543560	LGALS8	annotated	3.05e-08	chr1	DTU	Caudate
clu_116348_+	4	chr6:26383181-26383792	BTN2A2	annotated	3.17e-08	chr6	DTU	Caudate
clu_56614_-	32	chr2:199664037-199846075	FTCDNL1	cryptic	3.52e-08	chr2	DTU	Caudate
clu_147368_+	16	chr2:84518051-84548288	DNAH6	cryptic	3.53e-08	chr2	DTU	Caudate
clu_141995_+	3	chr15:22564532-22569149	HERC2P2	cryptic	3.73e-08	chr15	DTU	Caudate
clu_142540_+	5	chr15:40030456-40034326	EIF2AK4	cryptic	3.73e-08	chr15	DTU	Caudate
clu_51447_+	14	chr12:123687035-123692658	TCTN2	cryptic	4.21e-08	chr12	DTU	Caudate
clu_162962_+	7	chr17:16439414-16440185	LRRC75A-AS1	annotated	4.38e-08	chr17	DTU	Caudate
clu_46317_-	4	chr9:65288015-65289658	CBWD4P	cryptic	4.54e-08	chr9	DTU	Caudate
clu_5055_-	8	chr11:33722463-33736382	CD59	cryptic	4.7e-08	chr11	DTU	Caudate
clu_11324_-	12	chr15:61016035-61094356	RORA	cryptic	5.24e-08	chr15	DTU	Caudate
clu_5734_-	21	chr11:62519992-62529803	.	annotated	5.89e-08	chr11	DTU	Caudate
clu_134990_-	4	chr1:43451071-43451428	HYI	cryptic	6.04e-08	chr1	DTU	Caudate
clu_24727_-	5	chr10:103392466-103396409	USMG5	annotated	6.59e-08	chr10	DTU	Caudate
clu_131181_+	9	chr19:39256530-39356689	SAMD4B	cryptic	6.59e-08	chr19	DTU	Caudate
clu_97966_-	6	chr17:82183932-82188219	CCDC57	cryptic	7.29e-08	chr17	DTU	Caudate
clu_90317_+	4	chr3:56564125-56566594	CCDC66	cryptic	7.62e-08	chr3	DTU	Caudate
clu_69512_-	3	chr19:40333929-40336110	C19orf47	annotated	7.83e-08	chr19	DTU	Caudate
clu_165010_+	3	chr17:65177794-65189286	RGS9	annotated	7.85e-08	chr17	DTU	Caudate
clu_78727_+	3	chr5:179699049-179705679	CANX	annotated	7.89e-08	chr5	DTU	Caudate
clu_33383_-	14	chr16:4466402-4474573	NMRAL1	cryptic	8.56e-08	chr16	DTU	Caudate
clu_22415_-	3	chr3:197621868-197623220	AC024560.3	annotated	8.7e-08	chr3	DTU	Caudate
clu_142262_+	4	chr15:25232755-25234575	SNHG14	cryptic	9.13e-08	chr15	DTU	Caudate
clu_152972_-	6	chr6:135300558-135318519	AHI1	cryptic	9.22e-08	chr6	DTU	Caudate
clu_117641_+	4	chr6:87322632-87337009	SMIM8	annotated	9.63e-08	chr6	DTU	Caudate
clu_1414_-	9	chrX:117945575-118116508	KLHL13	cryptic	1.03e-07	chrX	DTU	Caudate
clu_47744_-	11	chr9:132202923-132214126	.	annotated	1.04e-07	chr9	DTU	Caudate
clu_128029_-	20	chr12:124911743-124913568	.	annotated	1.08e-07	chr12	DTU	Caudate
clu_166000_-	10	chr7:1127386-1155453	ZFAND2A	cryptic	1.08e-07	chr7	DTU	Caudate
clu_142041_+	5	chr15:24920124-24962114	SNRPN	cryptic	1.12e-07	chr15	DTU	Caudate
clu_127916_-	5	chr12:123267282-123272157	CDK2AP1	cryptic	1.2e-07	chr12	DTU	Caudate
clu_70844_-	7	chr19:58090386-58118348	ZSCAN18	cryptic	1.2e-07	chr19	DTU	Caudate
clu_31441_+	4	chr20:16041278-16049833	MACROD2	annotated	1.38e-07	chr20	DTU	Caudate
clu_16096_-	2	chr8:51820718-51831444	PCMTD1	annotated	1.49e-07	chr8	DTU	Caudate
clu_18411_+	4	chr18:57357470-57371409	ST8SIA3	cryptic	1.51e-07	chr18	DTU	Caudate
clu_41890_?	9	chr2:97193053-97207811	ANKRD36	cryptic	1.7e-07	chr2	DTU	Caudate
clu_31606_+	7	chr20:26059860-26081188	FAM182A	cryptic	1.72e-07	chr20	DTU	Caudate
clu_90462_+	9	chr3:64685338-64799465	ADAMTS9-AS2	cryptic	1.72e-07	chr3	DTU	Caudate
clu_135794_-	5	chr1:89009494-89014083	GBP3	cryptic	1.86e-07	chr1	DTU	Caudate
clu_1242_-	9	chrX:103517525-103554145	RAB40A	cryptic	2.13e-07	chrX	DTU	Caudate
clu_20636_-	12	chr3:98708316-98732426	ST3GAL6-AS1	cryptic	2.22e-07	chr3	DTU	Caudate
clu_70441_-	2	chr19:52951584-52952751	ZNF816	cryptic	2.26e-07	chr19	DTU	Caudate
clu_146507_+	3	chr2:38779118-38781517	GEMIN6	annotated	2.26e-07	chr2	DTU	Caudate
clu_25520_-	11	chr5:1576309-1589247	SDHAP3	cryptic	2.32e-07	chr5	DTU	Caudate
clu_26469_-	7	chr5:80485561-80487778	CTD-2015H6.3	cryptic	2.43e-07	chr5	DTU	Caudate
clu_185708_+	2	chr7:65073514-65078624	CCT6P3	cryptic	2.46e-07	chr7	DTU	Caudate
clu_36283_?	5	chr10:32462703-32472481	CCDC7	cryptic	2.51e-07	chr10	DTU	Caudate
clu_62853_+	3	chr1:165631293-165649841	MGST3	annotated	2.56e-07	chr1	DTU	Caudate
clu_172946_+	3	chr16:668699-670123	RHOT2	annotated	2.61e-07	chr16	DTU	Caudate
clu_67499_-	6	chr19:6444301-6454323	SLC25A23	cryptic	2.62e-07	chr19	DTU	Caudate
clu_44698_+	24	chr21:32772272-32893578	C21orf62-AS1	cryptic	2.84e-07	chr21	DTU	Caudate
clu_61685_+	15	chr1:146984185-146994332	NBPF12	cryptic	2.89e-07	chr1	DTU	Caudate
clu_64005_+	33	chr1:224434862-224680958	CNIH3	cryptic	2.9e-07	chr1	DTU	Caudate
clu_3953_-	13	chr22:43886488-43891688	PNPLA5	cryptic	3.04e-07	chr22	DTU	Caudate
clu_88782_+	3	chr3:342082-344589	CHL1	annotated	3.04e-07	chr3	DTU	Caudate
clu_80353_-	14	chr20:61145595-61163179	.	annotated	3.09e-07	chr20	DTU	Caudate
clu_141370_+	13	chr10:104274949-104299128	GSTO2	cryptic	3.56e-07	chr10	DTU	Caudate
clu_172703_-	2	chr21:44907095-44910284	ITGB2	annotated	3.76e-07	chr21	DTU	Caudate
clu_173199_+	2	chr16:1965129-1965406	SNHG9	cryptic	3.77e-07	chr16	DTU	Caudate
clu_123860_+	3	chr8:74361978-74362939	GDAP1	cryptic	3.98e-07	chr8	DTU	Caudate
clu_26259_-	6	chr5:69625900-70139127	GUSBP3	cryptic	4.12e-07	chr5	DTU	Caudate
clu_69354_-	2	chr19:38218656-38218931	DPF1	cryptic	4.23e-07	chr19	DTU	Caudate
clu_186438_+	4	chr7:90300059-90304744	CFAP69	cryptic	4.54e-07	chr7	DTU	Caudate
clu_10216_-	13	chr15:20462986-20505391	HERC2P3	cryptic	4.63e-07	chr15	DTU	Caudate
clu_6124_-	9	chr11:65856242-65861371	CFL1	cryptic	4.76e-07	chr11	DTU	Caudate
clu_50675_+	2	chr12:103947430-103953386	HSP90B1	annotated	4.91e-07	chr12	DTU	Caudate
clu_149100_+	6	chr2:172562291-172564503	PDK1	cryptic	5.45e-07	chr2	DTU	Caudate
clu_68348_-	3	chr19:15181801-15184906	NOTCH3	annotated	5.82e-07	chr19	DTU	Caudate
clu_154974_+	3	chr14:77708208-77710838	SLIRP	annotated	5.88e-07	chr14	DTU	Caudate
clu_151199_-	8	chr6:27363302-27375194	.	annotated	5.9e-07	chr6	DTU	Caudate
clu_36509_?	5	chr10:48051778-48052504	BMS1P7	cryptic	6.1e-07	chr10	DTU	Caudate
clu_21237_-	6	chr3:129171508-129183776	CNBP	cryptic	6.15e-07	chr3	DTU	Caudate
clu_88822_+	12	chr3:3799919-4002429	LRRN1	cryptic	6.57e-07	chr3	DTU	Caudate
clu_86186_?	17	chr8:32016340-32061686	NRG1-IT1	cryptic	6.94e-07	chr8	DTU	Caudate
clu_61317_+	32	chr1:121629158-121824457	.	annotated	7.09e-07	chr1	DTU	Caudate
clu_154094_+	14	chr14:37198104-37266938	MIPOL1	cryptic	7.26e-07	chr14	DTU	Caudate
clu_118131_+	2	chr6:125153970-125220078	TPD52L1	annotated	7.53e-07	chr6	DTU	Caudate
clu_150957_-	5	chr6:11005559-11044228	ELOVL2	cryptic	7.53e-07	chr6	DTU	Caudate
clu_152186_-	9	chr6:83707957-83709653	SNAP91	cryptic	8.14e-07	chr6	DTU	Caudate
clu_169927_-	9	chr4:9224246-9247975	.	annotated	8.26e-07	chr4	DTU	Caudate
clu_46696_-	3	chr9:92068098-92080016	SPTLC1	cryptic	8.37e-07	chr9	DTU	Caudate
clu_121136_+	9	chr4:158672490-158684592	ETFDH	cryptic	8.65e-07	chr4	DTU	Caudate
clu_381_-	2	chrX:23988955-24005989	KLHL15	cryptic	9.29e-07	chrX	DTU	Caudate
clu_141157_+	3	chr10:101031534-101034692	SFXN3	cryptic	1.07e-06	chr10	DTU	Caudate
clu_142297_+	3	chr15:26940077-26943457	GABRA5	cryptic	1.09e-06	chr15	DTU	Caudate
clu_122729_+	13	chr8:12145700-12419142	FAM66D	cryptic	1.11e-06	chr8	DTU	Caudate
clu_33343_-	2	chr16:3977630-3979116	ADCY9	cryptic	1.13e-06	chr16	DTU	Caudate
clu_57802_+	24	chr1:2106504-2106896	.	annotated	1.14e-06	chr1	DTU	Caudate
clu_155162_+	4	chr14:91167378-91173289	C14orf159	annotated	1.21e-06	chr14	DTU	Caudate
clu_80673_-	5	chr14:20802093-20802797	RNASE1	cryptic	1.22e-06	chr14	DTU	Caudate
clu_72432_+	3	chr22:46289899-46292791	TTC38	annotated	1.29e-06	chr22	DTU	Caudate
clu_143106_+	5	chr15:49625431-49632171	DTWD1	annotated	1.36e-06	chr15	DTU	Caudate
clu_142330_+	5	chr15:28657325-28663378	HERC2P9	cryptic	1.52e-06	chr15	DTU	Caudate
clu_148024_+	12	chr2:99155051-99194751	LIPT1	cryptic	1.53e-06	chr2	DTU	Caudate
clu_50297_+	4	chr12:78865109-78977799	SYT1	cryptic	1.57e-06	chr12	DTU	Caudate
clu_50004_+	4	chr12:57783283-57786163	TSFM	annotated	1.6e-06	chr12	DTU	Caudate
clu_171178_-	4	chr4:107701285-107720120	PAPSS1	cryptic	1.62e-06	chr4	DTU	Caudate
clu_45438_-	2	chr9:10341017-10612398	PTPRD	cryptic	1.65e-06	chr9	DTU	Caudate
clu_70298_-	2	chr19:50968591-50969490	KLK6	cryptic	1.77e-06	chr19	DTU	Caudate
clu_101906_+	6	chr13:43879734-43880952	LACC1	cryptic	1.78e-06	chr13	DTU	Caudate
clu_10334_-	5	chr15:28233540-28234070	HERC2	cryptic	1.85e-06	chr15	DTU	Caudate
clu_10209_-	5	chr15:20440642-20443371	HERC2P3	cryptic	1.89e-06	chr15	DTU	Caudate
clu_12423_-	3	chr15:101654730-101656922	TARSL2	annotated	1.89e-06	chr15	DTU	Caudate
clu_172005_-	3	chr21:5134120-5135089	CH507-9B2.5	annotated	1.98e-06	chr21	DTU	Caudate
clu_61696_+	2	chr1:146691102-146692892	HYDIN2	cryptic	2.03e-06	chr1	DTU	Caudate
clu_32765_+	5	chr20:63689132-63689765	RTEL1	cryptic	2.08e-06	chr20	DTU	Caudate
clu_57163_-	7	chr2:229880128-229923148	TRIP12	cryptic	2.09e-06	chr2	DTU	Caudate
clu_20855_-	5	chr3:115810414-115841845	LSAMP	cryptic	2.25e-06	chr3	DTU	Caudate
clu_76425_+	7	chr5:66054951-66076316	ERBIN	cryptic	2.25e-06	chr5	DTU	Caudate
clu_162975_+	3	chr17:16735643-16761425	CCDC144A	annotated	2.27e-06	chr17	DTU	Caudate
clu_10320_-	2	chr15:28257153-28260777	HERC2	cryptic	2.41e-06	chr15	DTU	Caudate
clu_11209_-	11	chr15:55389433-55439472	CCPG1	cryptic	2.59e-06	chr15	DTU	Caudate
clu_166796_-	33	chr7:42956132-43113624	AC005537.2	cryptic	2.6e-06	chr7	DTU	Caudate
clu_31605_+	32	chr20:25985395-26069039	FAM182A	cryptic	2.73e-06	chr20	DTU	Caudate
clu_81633_-	4	chr14:67350690-67359658	ATP6V1D	annotated	2.8e-06	chr14	DTU	Caudate
clu_57634_+	6	chr1:826923-829003	LINC01128	cryptic	2.92e-06	chr1	DTU	Caudate
clu_141993_+	14	chr15:22560935-22561258	HERC2P2	cryptic	2.95e-06	chr15	DTU	Caudate
clu_136386_-	3	chr1:120573189-120620355	CH17-472G23.4	cryptic	3.02e-06	chr1	DTU	Caudate
clu_46990_-	3	chr9:104827169-104828916	ABCA1	cryptic	3.02e-06	chr9	DTU	Caudate
clu_18397_+	2	chr18:56696462-56717964	WDR7	cryptic	3.16e-06	chr18	DTU	Caudate
clu_142256_+	3	chr15:25184075-25185443	SNHG14	cryptic	3.39e-06	chr15	DTU	Caudate
clu_123367_+	2	chr8:38901445-38917907	PLEKHA2	annotated	3.83e-06	chr8	DTU	Caudate
clu_47089_-	9	chr9:110973558-111038652	LPAR1	cryptic	3.83e-06	chr9	DTU	Caudate
clu_132958_-	8	chr1:498456-743286	RP4-669L17.10	cryptic	3.88e-06	chr1	DTU	Caudate
clu_17031_-	3	chr8:132572480-132583694	LRRC6	annotated	3.88e-06	chr8	DTU	Caudate
clu_80878_-	3	chr14:23360281-23365008	EFS	annotated	3.92e-06	chr14	DTU	Caudate
clu_66977_-	14	chr19:2291814-2309092	.	annotated	4.09e-06	chr19	DTU	Caudate
clu_61203_+	8	chr1:120793496-120814829	NBPF26	cryptic	4.23e-06	chr1	DTU	Caudate
clu_54273_-	35	chr2:69996888-70085547	PCBP1-AS1	annotated	4.34e-06	chr2	DTU	Caudate
clu_142738_+	13	chr15:42276410-42287691	GANC	cryptic	4.51e-06	chr15	DTU	Caudate
clu_132963_-	3	chr1:808623-810067	RP11-206L10.8	cryptic	5.04e-06	chr1	DTU	Caudate
clu_133115_-	2	chr1:1712400-1716346	CDK11A	cryptic	5.11e-06	chr1	DTU	Caudate
clu_132939_-	4	chr1:14829-15796	WASH7P	cryptic	5.21e-06	chr1	DTU	Caudate
clu_70103_-	7	chr19:48815141-48834276	HSD17B14	cryptic	5.21e-06	chr19	DTU	Caudate
clu_23968_-	9	chr10:73345114-73353556	CFAP70	cryptic	5.3e-06	chr10	DTU	Caudate
clu_156351_+	19	chr11:777695-783534	AP006621.5	cryptic	5.63e-06	chr11	DTU	Caudate
clu_71401_+	2	chr22:25520733-25604377	GRK3	cryptic	5.63e-06	chr22	DTU	Caudate
clu_142259_+	6	chr15:25204728-25211607	SNHG14	cryptic	5.68e-06	chr15	DTU	Caudate
clu_54043_-	3	chr2:55263865-55267569	MTIF2	annotated	5.93e-06	chr2	DTU	Caudate
clu_119075_+	10	chr4:635969-653852	PDE6B	cryptic	6.04e-06	chr4	DTU	Caudate
clu_27465_-	3	chr5:150115946-150117618	PDGFRB	cryptic	6.33e-06	chr5	DTU	Caudate
clu_4688_-	16	chr11:10634071-10693820	MRVI1	cryptic	6.58e-06	chr11	DTU	Caudate
clu_168166_-	3	chr7:102488598-102493116	RASA4B	annotated	6.61e-06	chr7	DTU	Caudate
clu_32503_+	10	chr20:58701158-58707123	NPEPL1	cryptic	6.63e-06	chr20	DTU	Caudate
clu_61797_+	4	chr1:149259609-149263838	.	annotated	6.75e-06	chr1	DTU	Caudate
clu_23668_-	12	chr10:62353021-62374871	.	annotated	7.05e-06	chr10	DTU	Caudate
clu_172015_-	11	chr21:6230951-6267135	CH507-24F1.2	cryptic	7.17e-06	chr21	DTU	Caudate
clu_145786_+	30	chr2:5932921-6000983	LINC01105	cryptic	7.24e-06	chr2	DTU	Caudate
clu_82526_-	9	chr14:103912694-103921470	C14orf2	cryptic	7.29e-06	chr14	DTU	Caudate
clu_174711_+	2	chr16:31326935-31328147	ITGAM	cryptic	7.3e-06	chr16	DTU	Caudate
clu_174021_+	17	chr16:20900535-20924000	LYRM1	cryptic	7.56e-06	chr16	DTU	Caudate
clu_65110_+	12	chrX:37349395-37406209	PRRG1	cryptic	7.89e-06	chrX	DTU	Caudate
clu_143882_+	10	chr15:82355324-82404612	UBE2Q2P2	cryptic	8.15e-06	chr15	DTU	Caudate
clu_125258_-	6	chr12:10160021-10166712	OLR1	cryptic	8.18e-06	chr12	DTU	Caudate
clu_140636_+	2	chr10:84139577-84141462	GHITM	cryptic	8.2e-06	chr10	DTU	Caudate
clu_122429_+	25	chr8:1013600-1017585	.	annotated	8.35e-06	chr8	DTU	Caudate
clu_80535_-	2	chr20:63593082-63595610	GMEB2	cryptic	8.71e-06	chr20	DTU	Caudate
clu_50753_+	8	chr12:106955738-106967111	TMEM263	cryptic	8.93e-06	chr12	DTU	Caudate
clu_136379_-	2	chr1:120518646-120519218	CH17-472G23.4	cryptic	8.96e-06	chr1	DTU	Caudate
clu_80012_-	5	chr20:46394503-46406548	ELMO2	annotated	9.61e-06	chr20	DTU	Caudate
clu_33986_-	2	chr16:23529611-23529744	EARS2	cryptic	9.79e-06	chr16	DTU	Caudate
clu_124321_+	15	chr8:116766791-116848888	UTP23	cryptic	1.03e-05	chr8	DTU	Caudate
clu_165908_+	4	chr17:82893632-82903405	TBCD	cryptic	1.04e-05	chr17	DTU	Caudate
clu_149317_+	8	chr2:189791941-189818017	PMS1	cryptic	1.04e-05	chr2	DTU	Caudate
clu_25764_-	6	chr5:31515219-31526079	DROSHA	annotated	1.04e-05	chr5	DTU	Caudate
clu_25822_-	4	chr5:33989502-33998641	AMACR	annotated	1.04e-05	chr5	DTU	Caudate
clu_142334_+	2	chr15:28671610-28671731	HERC2P9	cryptic	1.09e-05	chr15	DTU	Caudate
clu_165212_+	3	chr17:73203793-73206154	COG1	cryptic	1.16e-05	chr17	DTU	Caudate
clu_76808_+	4	chr5:79613075-79619612	PAPD4	cryptic	1.19e-05	chr5	DTU	Caudate
clu_171662_-	11	chr4:158155825-158172868	FAM198B	cryptic	1.21e-05	chr4	DTU	Caudate
clu_83392_+	8	chr9:62289745-62297572	.	annotated	1.21e-05	chr9	DTU	Caudate
clu_56777_-	14	chr2:208165815-208180745	C2orf80	cryptic	1.28e-05	chr2	DTU	Caudate
clu_82915_+	28	chr9:19789278-20007921	.	annotated	1.3e-05	chr9	DTU	Caudate
clu_27260_-	3	chr5:140551169-140557147	SRA1	annotated	1.31e-05	chr5	DTU	Caudate
clu_81616_-	7	chr14:65076663-65077913	MAX	cryptic	1.35e-05	chr14	DTU	Caudate
clu_95817_-	4	chr17:38153349-38256898	CH17-431G21.1	cryptic	1.35e-05	chr17	DTU	Caudate
clu_24476_-	6	chr10:98387307-98390598	PYROXD2	cryptic	1.42e-05	chr10	DTU	Caudate
clu_55247_-	5	chr2:101050641-101059421	TBC1D8	cryptic	1.44e-05	chr2	DTU	Caudate
clu_55969_-	14	chr2:158313894-158456415	CCDC148	cryptic	1.46e-05	chr2	DTU	Caudate
clu_149313_+	12	chr2:189719813-189741342	ANKAR	cryptic	1.54e-05	chr2	DTU	Caudate
clu_150472_+	4	chr2:235968623-236036561	AGAP1	cryptic	1.54e-05	chr2	DTU	Caudate
clu_21096_-	10	chr3:125084052-125107481	SLC12A8	cryptic	1.54e-05	chr3	DTU	Caudate
clu_171699_-	14	chr4:163700863-164111588	MARCH1	cryptic	1.54e-05	chr4	DTU	Caudate
clu_83670_+	2	chr9:78236603-78240023	CEP78	annotated	1.56e-05	chr9	DTU	Caudate
clu_127668_-	2	chr12:118773302-118773611	RP11-357K6.1	cryptic	1.6e-05	chr12	DTU	Caudate
clu_53504_-	7	chr2:27207790-27211583	SLC5A6	cryptic	1.66e-05	chr2	DTU	Caudate
clu_26384_-	6	chr5:75705787-75717306	POC5	annotated	1.72e-05	chr5	DTU	Caudate
clu_68177_-	3	chr19:13109838-13110158	TRMT1	annotated	1.89e-05	chr19	DTU	Caudate
clu_171764_-	5	chr4:168894765-169002071	CBR4	cryptic	1.89e-05	chr4	DTU	Caudate
clu_125201_-	6	chr12:8946387-8949488	M6PR	cryptic	1.93e-05	chr12	DTU	Caudate
clu_115900_+	4	chr6:3137422-3140386	BPHL	annotated	1.97e-05	chr6	DTU	Caudate
clu_143527_+	3	chr15:69261329-69268220	GLCE	cryptic	2e-05	chr15	DTU	Caudate
clu_27021_-	2	chr5:131990967-131994136	ACSL6	annotated	2.02e-05	chr5	DTU	Caudate
clu_49720_+	3	chr12:55719223-55721689	RDH5	annotated	2.12e-05	chr12	DTU	Caudate
clu_135431_-	10	chr1:60663025-60729575	RP11-436K8.1	cryptic	2.15e-05	chr1	DTU	Caudate
clu_143345_+	2	chr15:63589011-63590661	USP3	cryptic	2.15e-05	chr15	DTU	Caudate
clu_61796_+	29	chr1:149176250-149660854	CH17-189H20.1	cryptic	2.2e-05	chr1	DTU	Caudate
clu_72316_+	2	chr22:42571203-42572436	SERHL2	annotated	2.31e-05	chr22	DTU	Caudate
clu_150880_-	2	chr6:4133701-4135511	ECI2	annotated	2.37e-05	chr6	DTU	Caudate
clu_175828_+	2	chr16:83994402-83994609	NECAB2	cryptic	2.41e-05	chr16	DTU	Caudate
clu_27054_-	5	chr5:132703619-132710959	KIF3A	annotated	2.43e-05	chr5	DTU	Caudate
clu_134565_-	6	chr1:32681860-32694880	SYNC	cryptic	2.44e-05	chr1	DTU	Caudate
clu_88784_+	3	chr3:394872-399017	CHL1	annotated	2.46e-05	chr3	DTU	Caudate
clu_16502_-	4	chr8:89937075-89943253	NBN	cryptic	2.48e-05	chr8	DTU	Caudate
clu_117037_+	3	chr6:43019165-43020667	KLHDC3	cryptic	2.51e-05	chr6	DTU	Caudate
clu_116863_+	3	chr6:39884069-39887486	DAAM2	annotated	2.53e-05	chr6	DTU	Caudate
clu_64074_+	5	chr1:226939591-226961508	COQ8A	cryptic	2.54e-05	chr1	DTU	Caudate
clu_176129_+	2	chr16:89554563-89556887	SPG7	annotated	2.58e-05	chr16	DTU	Caudate
clu_15505_-	3	chr8:17341497-17348953	MTMR7	annotated	2.65e-05	chr8	DTU	Caudate
clu_135108_-	5	chr1:46188980-46189484	POMGNT1	cryptic	2.69e-05	chr1	DTU	Caudate
clu_35436_-	8	chr16:84498111-84504601	TLDC1	cryptic	2.74e-05	chr16	DTU	Caudate
clu_21245_-	12	chr3:129346061-129393635	RPL32P3	cryptic	2.78e-05	chr3	DTU	Caudate
clu_184720_+	2	chr7:3639110-3641958	SDK1	cryptic	2.84e-05	chr7	DTU	Caudate
clu_174425_+	12	chr16:29085276-29090740	RRN3P2	cryptic	2.86e-05	chr16	DTU	Caudate
clu_129838_+	4	chr19:19199234-19201657	RFXANK	annotated	2.86e-05	chr19	DTU	Caudate
clu_53064_-	4	chr2:6915967-6916850	RNF144A-AS1	cryptic	2.86e-05	chr2	DTU	Caudate
clu_186013_+	4	chr7:73693669-73697605	WBSCR22	annotated	2.99e-05	chr7	DTU	Caudate
clu_16564_-	5	chr8:94404239-94407439	FSBP	cryptic	3.02e-05	chr8	DTU	Caudate
clu_18376_+	4	chr18:54283015-54283922	POLI	cryptic	3.11e-05	chr18	DTU	Caudate
clu_117280_+	25	chr6:52912138-52995895	.	annotated	3.17e-05	chr6	DTU	Caudate
clu_54929_-	21	chr2:94738631-94790171	.	annotated	3.33e-05	chr2	DTU	Caudate
clu_153393_-	12	chr6:163190982-163196584	PACRG-AS3	cryptic	3.34e-05	chr6	DTU	Caudate
clu_35065_-	11	chr16:70941819-70959647	HYDIN	cryptic	3.35e-05	chr16	DTU	Caudate
clu_24871_-	4	chr10:114445403-114451624	ABLIM1	cryptic	3.4e-05	chr10	DTU	Caudate
clu_169012_-	9	chr7:149074538-149090623	ZNF786	cryptic	3.47e-05	chr7	DTU	Caudate
clu_55181_-	23	chr2:99110915-99154837	TSGA10	cryptic	3.53e-05	chr2	DTU	Caudate
clu_122909_+	2	chr8:21971941-21974670	XPO7	annotated	3.6e-05	chr8	DTU	Caudate
clu_154656_+	13	chr14:69191591-69228816	EXD2	cryptic	3.8e-05	chr14	DTU	Caudate
clu_45346_-	8	chr9:2523157-2536359	VLDLR-AS1	cryptic	3.9e-05	chr9	DTU	Caudate
clu_115937_+	17	chr6:5261358-5431041	FARS2	cryptic	4.07e-05	chr6	DTU	Caudate
clu_166981_-	6	chr7:45728313-45736787	SEPT7P2	cryptic	4.14e-05	chr7	DTU	Caudate
clu_53146_-	6	chr2:10682069-10689796	NOL10	cryptic	4.2e-05	chr2	DTU	Caudate
clu_123063_+	8	chr8:24351286-24354384	ADAM28	cryptic	4.23e-05	chr8	DTU	Caudate
