"","module"
"ENSG00000162642.13","green"
"ENSG00000142867.12","yellow"
"ENSG00000223653.5","brown"
"ENSG00000153904.18","tan"
"ENSG00000142871.16","violet"
"ENSG00000117174.10","red"
"ENSG00000171502.14","green"
"ENSG00000122417.15","turquoise"
"ENSG00000236915.1","pink"
"ENSG00000261737.1","yellow"
"ENSG00000097033.14","turquoise"
"ENSG00000183291.15","green"
"ENSG00000153936.16","skyblue"
"ENSG00000267561.2","grey"
"ENSG00000225568.1","yellow"
"ENSG00000267272.5","brown"
"ENSG00000143013.12","steelblue"
"ENSG00000237505.6","yellow"
"ENSG00000065243.19","red"
"ENSG00000207234.1","grey"
"ENSG00000241975.1","yellow"
"ENSG00000137947.11","green"
"ENSG00000137944.16","green"
"ENSG00000213516.9","yellow"
"ENSG00000117226.11","grey"
"ENSG00000117228.9","grey"
"ENSG00000234518.2","grey"
"ENSG00000162645.12","grey"
"ENSG00000162654.8","blue"
"ENSG00000154451.14","yellow"
"ENSG00000183347.14","turquoise"
"ENSG00000197147.12","yellow"
"ENSG00000231999.6","grey"
"ENSG00000230735.1","green"
"ENSG00000171488.14","turquoise"
"ENSG00000272931.1","turquoise"
"ENSG00000171492.14","turquoise"
"ENSG00000272672.1","turquoise"
"ENSG00000228175.3","turquoise"
"ENSG00000162664.16","red"
"ENSG00000233593.8","brown"
"ENSG00000232882.1","green"
"ENSG00000122482.20","green"
"ENSG00000162669.15","grey"
"ENSG00000097046.12","red"
"ENSG00000069702.10","brown"
"ENSG00000172031.6","brown"
"ENSG00000189195.10","blue"
"ENSG00000233401.1","blue"
"ENSG00000273487.1","turquoise"
"ENSG00000174842.16","green"
"ENSG00000122484.8","salmon"
"ENSG00000067208.14","red"
"ENSG00000223787.2","grey"
"ENSG00000229992.1","blue"
"ENSG00000122406.12","green"
"ENSG00000154511.11","red"
"ENSG00000143033.17","yellow"
"ENSG00000117500.12","brown"
"ENSG00000122483.17","blue"
"ENSG00000223745.7","blue"
"ENSG00000117505.12","green"
"ENSG00000137942.16","turquoise"
"ENSG00000137936.16","tan"
"ENSG00000260464.1","green"
"ENSG00000067334.13","yellow"
"ENSG00000023909.9","turquoise"
"ENSG00000137962.12","green"
"ENSG00000117528.11","green"
"ENSG00000117525.13","tan"
"ENSG00000224081.8","tan"
"ENSG00000143036.16","tan"
"ENSG00000117519.15","tan"
"ENSG00000235501.5","yellow"
"ENSG00000172339.9","darkolivegreen"
"ENSG00000152078.9","brown"
"ENSG00000271092.5","blue"
"ENSG00000231992.1","brown"
"ENSG00000226026.5","grey"
"ENSG00000122481.16","salmon"
"ENSG00000228971.2","greenyellow"
"ENSG00000228502.1","grey"
"ENSG00000137970.7","turquoise"
"ENSG00000117569.18","yellow"
"ENSG00000188641.12","brown"
"ENSG00000232542.1","blue"
"ENSG00000269998.1","salmon"
"ENSG00000259946.1","red"
"ENSG00000225206.7","greenyellow"
"ENSG00000233557.2","greenyellow"
"ENSG00000226053.1","brown"
"ENSG00000162627.16","brown"
"ENSG00000117598.11","lightgreen"
"ENSG00000232825.1","green"
"ENSG00000227034.1","grey"
"ENSG00000117600.12","green"
"ENSG00000099260.10","brown"
"ENSG00000223656.1","blue"
"ENSG00000156869.12","blue"
"ENSG00000162688.16","green"
"ENSG00000228084.1","green"
"ENSG00000117620.13","green"
"ENSG00000156875.13","green"
"ENSG00000156876.9","turquoise"
"ENSG00000122435.9","salmon"
"ENSG00000122477.12","green"
"ENSG00000137992.14","red"
"ENSG00000224616.1","turquoise"
"ENSG00000137996.12","yellow"
"ENSG00000207750.1","yellow"
"ENSG00000079335.18","tan"
"ENSG00000181656.6","brown"
"ENSG00000162692.10","tan"
"ENSG00000162694.13","turquoise"
"ENSG00000162695.11","darkolivegreen"
"ENSG00000117543.20","salmon"
"ENSG00000233184.6","blue"
"ENSG00000170989.8","tan"
"ENSG00000183298.5","green"
"ENSG00000118733.16","grey"
"ENSG00000060718.19","grey"
"ENSG00000234257.1","grey"
"ENSG00000185946.15","brown"
"ENSG00000240038.6","yellow"
"ENSG00000243480.7","yellow"
"ENSG00000174876.16","yellow"
"ENSG00000232952.1","yellow"
"ENSG00000198890.7","red"
"ENSG00000162631.18","brown"
"ENSG00000134215.15","turquoise"
"ENSG00000085491.15","grey"
"ENSG00000196427.13","grey"
"ENSG00000241361.8","turquoise"
"ENSG00000162636.15","turquoise"
"ENSG00000162639.15","greenyellow"
"ENSG00000134186.11","greenyellow"
"ENSG00000143107.8","brown"
"ENSG00000116266.10","greenyellow"
"ENSG00000162641.18","turquoise"
"ENSG00000121957.12","turquoise"
"ENSG00000121940.15","yellow"
"ENSG00000085433.15","turquoise"
"ENSG00000237349.1","yellow"
"ENSG00000244716.3","darkturquoise"
"ENSG00000197780.9","turquoise"
"ENSG00000273382.1","blue"
"ENSG00000215717.5","yellow"
"ENSG00000179902.12","turquoise"
"ENSG00000116299.16","magenta"
"ENSG00000031698.12","yellow"
"ENSG00000143126.7","midnightblue"
"ENSG00000134222.16","black"
"ENSG00000221986.6","brown"
"ENSG00000134243.11","yellow"
"ENSG00000143106.12","yellow"
"ENSG00000162650.16","blue"
"ENSG00000174151.14","paleturquoise"
"ENSG00000181754.6","turquoise"
"ENSG00000156097.12","turquoise"
"ENSG00000065135.9","turquoise"
"ENSG00000116337.15","pink"
"ENSG00000168765.15","brown"
"ENSG00000213366.12","brown"
"ENSG00000134184.12","grey"
"ENSG00000134201.10","tan"
"ENSG00000134202.10","brown"
"ENSG00000184371.13","brown"
"ENSG00000168710.17","tan"
"ENSG00000143093.14","brown"
"ENSG00000258634.3","greenyellow"
"ENSG00000197106.6","magenta"
"ENSG00000224965.1","greenyellow"
"ENSG00000116396.14","greenyellow"
"ENSG00000282852.1","pink"
"ENSG00000227963.1","greenyellow"
"ENSG00000162775.14","lightyellow"
"ENSG00000224699.8","yellow"
"ENSG00000168679.17","blue"
"ENSG00000273373.1","grey"
"ENSG00000134248.13","turquoise"
"ENSG00000270380.1","orange"
"ENSG00000177301.13","turquoise"
"ENSG00000259834.1","salmon"
"ENSG00000177272.8","turquoise"
"ENSG00000143119.12","grey60"
"ENSG00000261654.1","green"
"ENSG00000121931.15","turquoise"
"ENSG00000156171.14","red"
"ENSG00000134255.13","salmon"
"ENSG00000173947.13","turquoise"
"ENSG00000085465.12","skyblue"
"ENSG00000260948.1","skyblue"
"ENSG00000243960.1","green"
"ENSG00000116455.13","lightcyan"
"ENSG00000116459.10","darkred"
"ENSG00000143110.11","blue"
"ENSG00000121933.18","grey60"
"ENSG00000282608.1","grey60"
"ENSG00000116473.14","green"
"ENSG00000197852.9","brown"
"ENSG00000227811.2","black"
"ENSG00000064703.11","red"
"ENSG00000171385.9","magenta"
"ENSG00000232558.1","brown"
"ENSG00000231437.3","blue"
"ENSG00000143079.14","violet"
"ENSG00000134245.17","turquoise"
"ENSG00000273483.1","blue"
"ENSG00000007341.18","blue"
"ENSG00000116489.12","yellow"
"ENSG00000155363.18","pink"
"ENSG00000155366.16","tan"
"ENSG00000155367.15","brown"
"ENSG00000224167.1","brown"
"ENSG00000155380.11","lightyellow"
"ENSG00000229020.4","grey"
"ENSG00000226419.7","blue"
"ENSG00000238198.1","brown"
"ENSG00000198799.11","brown"
"ENSG00000081026.18","yellow"
"ENSG00000232499.2","grey"
"ENSG00000116793.15","greenyellow"
"ENSG00000232450.1","blue"
"ENSG00000081019.13","lightgreen"
"ENSG00000134242.15","green"
"ENSG00000188761.11","turquoise"
"ENSG00000134262.12","blue"
"ENSG00000118655.4","green"
"ENSG00000235527.6","turquoise"
"ENSG00000163349.21","turquoise"
"ENSG00000116774.11","grey"
"ENSG00000134207.14","brown"
"ENSG00000197323.11","green"
"ENSG00000116752.5","yellow"
"ENSG00000175984.14","turquoise"
"ENSG00000213281.4","green"
"ENSG00000009307.15","green"
"ENSG00000052723.11","green"
"ENSG00000134198.9","turquoise"
"ENSG00000173218.14","brown"
"ENSG00000177551.5","turquoise"
"ENSG00000163393.12","brown"
"ENSG00000173212.4","blue"
"ENSG00000235933.1","brown"
"ENSG00000163399.15","darkolivegreen"
"ENSG00000203865.9","grey"
"ENSG00000116815.15","grey"
"ENSG00000143061.17","turquoise"
"ENSG00000134247.9","turquoise"
"ENSG00000134256.12","orange"
"ENSG00000116830.11","salmon"
"ENSG00000134253.9","black"
"ENSG00000198162.12","red"
"ENSG00000279513.1","yellow"
"ENSG00000183508.4","brown"
"ENSG00000196505.10","green"
"ENSG00000065183.15","red"
"ENSG00000155761.13","brown"
"ENSG00000116874.11","yellow"
"ENSG00000236804.1","turquoise"
"ENSG00000231365.5","blue"
"ENSG00000232780.2","blue"
"ENSG00000235595.1","blue"
"ENSG00000229570.2","blue"
"ENSG00000226443.3","blue"
"ENSG00000239873.2","blue"
"ENSG00000240244.3","blue"
"ENSG00000260941.1","blue"
"ENSG00000143067.4","brown"
"ENSG00000092621.11","tan"
"ENSG00000261662.1","green"
"ENSG00000134250.18","tan"
"ENSG00000265808.3","yellow"
"ENSG00000274642.1","turquoise"
"ENSG00000223804.5","green"
"ENSG00000270231.3","blue"
"ENSG00000275131.2","lightyellow"
"ENSG00000273136.6","turquoise"
"ENSG00000226067.6","black"
"ENSG00000223345.3","brown"
"ENSG00000171943.11","turquoise"
"ENSG00000227082.1","turquoise"
"ENSG00000231429.2","turquoise"
"ENSG00000272583.1","yellow"
"ENSG00000231752.5","turquoise"
"ENSG00000277702.1","green"
"ENSG00000270872.2","turquoise"
"ENSG00000266338.6","blue"
"ENSG00000277918.1","grey"
"ENSG00000196369.10","turquoise"
"ENSG00000272419.5","turquoise"
"ENSG00000281571.1","turquoise"
"ENSG00000223612.3","turquoise"
"ENSG00000162825.16","turquoise"
"ENSG00000275064.1","yellow"
"ENSG00000272150.5","turquoise"
"ENSG00000117262.18","green"
"ENSG00000265491.4","brown"
"ENSG00000186141.8","brown"
"ENSG00000186364.11","brown"
"ENSG00000131788.15","magenta"
"ENSG00000198483.12","grey"
"ENSG00000143127.12","blue"
"ENSG00000131779.10","cyan"
"ENSG00000265241.6","lightyellow"
"ENSG00000211451.11","turquoise"
"ENSG00000271601.3","magenta"
"ENSG00000272031.2","turquoise"
"ENSG00000121851.12","grey"
"ENSG00000265972.5","green"
"ENSG00000233396.7","turquoise"
"ENSG00000271425.6","turquoise"
"ENSG00000264343.5","turquoise"
"ENSG00000277406.1","green"
"ENSG00000273768.1","grey"
"ENSG00000277420.1","green"
"ENSG00000276975.2","greenyellow"
"ENSG00000268043.7","blue"
"ENSG00000131791.7","green"
"ENSG00000237188.3","salmon"
"ENSG00000131781.12","grey"
"ENSG00000180867.10","brown"
"ENSG00000226015.2","yellow"
"ENSG00000131778.17","green"
"ENSG00000116128.10","cyan"
"ENSG00000162836.11","grey"
"ENSG00000188092.14","yellow"
"ENSG00000273059.1","yellow"
"ENSG00000229828.2","grey"
"ENSG00000263956.6","grey"
"ENSG00000227733.9","blue"
"ENSG00000202408.2","cyan"
"ENSG00000272824.1","turquoise"
"ENSG00000274020.1","grey"
"ENSG00000231551.7","blue"
"ENSG00000280649.1","turquoise"
"ENSG00000274210.1","blue"
"ENSG00000270629.5","turquoise"
"ENSG00000178104.19","turquoise"
"ENSG00000269713.7","purple"
"ENSG00000274265.4","turquoise"
"ENSG00000215861.5","turquoise"
"ENSG00000271383.6","turquoise"
"ENSG00000277147.4","grey"
"ENSG00000203814.6","saddlebrown"
"ENSG00000261716.1","skyblue"
"ENSG00000272993.1","yellow"
"ENSG00000203819.6","green"
"ENSG00000184678.10","brown"
"ENSG00000184260.5","darkred"
"ENSG00000184270.4","saddlebrown"
"ENSG00000178096.8","grey"
"ENSG00000159164.9","cyan"
"ENSG00000143368.9","cyan"
"ENSG00000014914.19","brown"
"ENSG00000264522.5","green"
"ENSG00000136631.12","yellow"
"ENSG00000023902.13","violet"
"ENSG00000143401.14","yellow"
"ENSG00000117362.12","lightcyan"
"ENSG00000118292.8","brown"
"ENSG00000159208.15","yellow"
"ENSG00000266472.5","darkred"
"ENSG00000117360.12","brown"
"ENSG00000163125.15","cyan"
"ENSG00000143374.15","blue"
"ENSG00000143369.14","blue"
"ENSG00000228126.1","blue"
"ENSG00000237781.3","black"
"ENSG00000203804.4","black"
"ENSG00000277452.1","black"
"ENSG00000274963.1","yellow"
"ENSG00000143384.12","yellow"
"ENSG00000143420.17","turquoise"
"ENSG00000143457.10","salmon"
"ENSG00000143452.15","salmon"
"ENSG00000163131.10","blue"
"ENSG00000143387.12","grey"
"ENSG00000143437.20","grey"
"ENSG00000143379.12","turquoise"
"ENSG00000143418.19","pink"
"ENSG00000143409.15","tan"
"ENSG00000143363.15","saddlebrown"
"ENSG00000163141.18","blue"
"ENSG00000143443.9","blue"
"ENSG00000197622.12","blue"
"ENSG00000213190.3","darkred"
"ENSG00000143458.11","blue"
"ENSG00000261168.1","turquoise"
"ENSG00000143434.15","turquoise"
"ENSG00000163156.11","blue"
"ENSG00000163155.11","blue"
"ENSG00000163159.11","blue"
"ENSG00000143398.19","magenta"
"ENSG00000159352.15","brown"
"ENSG00000143373.17","lightcyan"
"ENSG00000143393.16","cyan"
"ENSG00000143390.17","turquoise"
"ENSG00000143416.20","tan"
"ENSG00000159377.10","green"
"ENSG00000143442.21","blue"
"ENSG00000143375.14","blue"
"ENSG00000143367.15","brown"
"ENSG00000143376.12","cyan"
"ENSG00000159409.14","pink"
"ENSG00000178796.12","black"
"ENSG00000269621.1","turquoise"
"ENSG00000143436.10","yellow"
"ENSG00000143450.15","grey"
"ENSG00000249602.1","blue"
"ENSG00000268288.1","greenyellow"
"ENSG00000182134.15","pink"
"ENSG00000203288.3","brown"
"ENSG00000269489.1","brown"
"ENSG00000234614.1","brown"
"ENSG00000159445.12","grey"
"ENSG00000197747.8","grey"
"ENSG00000237975.6","turquoise"
"ENSG00000236427.1","green"
"ENSG00000197956.9","brown"
"ENSG00000188643.10","tan"
"ENSG00000189171.14","grey"
"ENSG00000160678.11","grey"
"ENSG00000160679.12","yellow"
"ENSG00000143553.10","turquoise"
"ENSG00000143621.16","magenta"
"ENSG00000143624.13","greenyellow"
"ENSG00000143554.13","black"
"ENSG00000143614.9","cyan"
"ENSG00000223599.1","blue"
"ENSG00000198837.9","blue"
"ENSG00000160741.16","magenta"
"ENSG00000143570.17","turquoise"
"ENSG00000143578.15","blue"
"ENSG00000143543.14","grey"
"ENSG00000272654.1","blue"
"ENSG00000143545.8","tan"
"ENSG00000177954.11","green"
"ENSG00000231416.1","blue"
"ENSG00000143549.19","violet"
"ENSG00000264384.2","brown"
"ENSG00000143612.18","turquoise"
"ENSG00000143569.18","cyan"
"ENSG00000143575.14","brown"
"ENSG00000143515.16","purple"
"ENSG00000238365.3","pink"
"ENSG00000160712.12","yellow"
"ENSG00000169291.9","green"
"ENSG00000160714.9","salmon"
"ENSG00000160716.5","pink"
"ENSG00000160710.15","lightcyan"
"ENSG00000143603.18","brown"
"ENSG00000163344.5","magenta"
"ENSG00000163346.16","tan"
"ENSG00000163348.3","darkmagenta"
"ENSG00000271380.1","grey"
"ENSG00000160691.18","brown"
"ENSG00000173207.12","grey"
"ENSG00000160688.18","purple"
"ENSG00000160685.13","turquoise"
"ENSG00000163354.14","blue"
"ENSG00000143537.13","pink"
"ENSG00000143590.13","turquoise"
"ENSG00000169242.11","brown"
"ENSG00000169241.17","purple"
"ENSG00000179085.7","magenta"
"ENSG00000163463.11","blue"
"ENSG00000163462.17","purple"
"ENSG00000185499.16","green"
"ENSG00000231064.6","grey"
"ENSG00000169231.13","purple"
"ENSG00000173171.14","grey"
"ENSG00000160766.14","blue"
"ENSG00000177628.15","magenta"
"ENSG00000160767.20","blue"
"ENSG00000116521.10","black"
"ENSG00000176444.18","purple"
"ENSG00000143630.9","pink"
"ENSG00000160752.14","black"
"ENSG00000225855.6","grey"
"ENSG00000160753.15","pink"
"ENSG00000116539.11","red"
"ENSG00000227773.1","greenyellow"
"ENSG00000235919.4","grey"
"ENSG00000225082.2","blue"
"ENSG00000125459.14","darkgrey"
"ENSG00000163374.19","magenta"
"ENSG00000132676.15","turquoise"
"ENSG00000203761.5","magenta"
"ENSG00000116580.18","turquoise"
"ENSG00000132718.8","magenta"
"ENSG00000143622.10","red"
"ENSG00000132680.10","yellow"
"ENSG00000116584.17","purple"
"ENSG00000163479.13","brown"
"ENSG00000160803.7","blue"
"ENSG00000116586.11","blue"
"ENSG00000254726.2","brown"
"ENSG00000160789.19","purple"
"ENSG00000196189.12","greenyellow"
"ENSG00000160785.13","magenta"
"ENSG00000160783.19","magenta"
"ENSG00000160781.15","black"
"ENSG00000198952.8","black"
"ENSG00000163472.18","blue"
"ENSG00000198715.11","pink"
"ENSG00000163468.14","salmon"
"ENSG00000125462.16","tan"
"ENSG00000207933.3","purple"
"ENSG00000116604.17","black"
"ENSG00000206651.1","blue"
"ENSG00000163382.11","magenta"
"ENSG00000160818.16","blue"
"ENSG00000280316.1","yellow"
"ENSG00000132702.12","yellow"
"ENSG00000132692.18","tan"
"ENSG00000132688.10","brown"
"ENSG00000143320.8","pink"
"ENSG00000223356.1","purple"
"ENSG00000143319.16","pink"
"ENSG00000143303.11","blue"
"ENSG00000143314.12","blue"
"ENSG00000143321.18","green"
"ENSG00000143294.14","cyan"
"ENSG00000198400.11","black"
"ENSG00000187800.13","brown"
"ENSG00000132694.18","black"
"ENSG00000237842.2","yellow"
"ENSG00000117036.11","lightyellow"
"ENSG00000183853.17","magenta"
"ENSG00000227295.2","green"
"ENSG00000163563.7","grey60"
"ENSG00000163565.18","brown"
"ENSG00000162706.12","black"
"ENSG00000213088.9","blue"
"ENSG00000158716.8","brown"
"ENSG00000188004.9","brown"
"ENSG00000272668.1","greenyellow"
"ENSG00000158710.14","brown"
"ENSG00000085552.16","greenyellow"
"ENSG00000177807.7","tan"
"ENSG00000260766.1","grey"
"ENSG00000143315.6","blue"
"ENSG00000162728.4","greenyellow"
"ENSG00000162729.13","pink"
"ENSG00000018625.14","tan"
"ENSG00000143318.12","greenyellow"
"ENSG00000227741.1","violet"
"ENSG00000162734.12","brown"
"ENSG00000132716.18","lightcyan"
"ENSG00000224261.2","blue"
"ENSG00000162735.18","magenta"
"ENSG00000122218.14","brown"
"ENSG00000235082.2","green"
"ENSG00000202078.1","red"
"ENSG00000162736.15","pink"
"ENSG00000171786.5","brown"
"ENSG00000162738.5","brown"
"ENSG00000066294.14","grey60"
"ENSG00000213080.3","turquoise"
"ENSG00000158769.17","brown"
"ENSG00000215845.10","blue"
"ENSG00000158773.14","turquoise"
"ENSG00000186517.13","grey60"
"ENSG00000162755.13","grey"
"ENSG00000143256.4","cyan"
"ENSG00000158793.13","pink"
"ENSG00000158796.16","cyan"
"ENSG00000143222.11","salmon"
"ENSG00000143258.15","blue"
"ENSG00000143224.17","pink"
"ENSG00000158850.14","blue"
"ENSG00000158864.12","black"
"ENSG00000158874.11","brown"
"ENSG00000158882.13","pink"
"ENSG00000248485.1","white"
"ENSG00000158887.15","blue"
"ENSG00000143252.14","red"
"ENSG00000143226.13","grey60"
"ENSG00000203747.9","grey60"
"ENSG00000162746.14","turquoise"
"ENSG00000081721.11","turquoise"
"ENSG00000118217.5","saddlebrown"
"ENSG00000229808.1","yellow"
"ENSG00000198929.12","turquoise"
"ENSG00000239887.4","blue"
"ENSG00000152332.15","red"
"ENSG00000117143.13","lightyellow"
"ENSG00000272574.1","grey"
"ENSG00000162733.16","tan"
"ENSG00000132196.13","pink"
"ENSG00000185860.13","tan"
"ENSG00000117152.13","turquoise"
"ENSG00000143248.12","green"
"ENSG00000232995.7","salmon"
"ENSG00000143228.12","turquoise"
"ENSG00000185630.18","salmon"
"ENSG00000207082.1","salmon"
"ENSG00000269887.1","salmon"
"ENSG00000271917.1","blue"
"ENSG00000143171.12","turquoise"
"ENSG00000143198.12","brown"
"ENSG00000143149.12","brown"
"ENSG00000143183.16","red"
"ENSG00000224358.1","blue"
"ENSG00000143179.13","turquoise"
"ENSG00000188859.6","darkorange"
"ENSG00000230898.1","grey"
"ENSG00000215952.1","yellow"
"ENSG00000215835.2","blue"
"ENSG00000229588.1","magenta"
"ENSG00000143157.11","red"
"ENSG00000152382.5","yellow"
"ENSG00000143195.12","turquoise"
"ENSG00000143194.12","turquoise"
"ENSG00000143190.21","yellow"
"ENSG00000272033.1","yellow"
"ENSG00000198821.10","blue"
"ENSG00000143162.7","brown"
"ENSG00000198771.10","greenyellow"
"ENSG00000197965.11","grey"
"ENSG00000143199.17","greenyellow"
"ENSG00000143158.10","brown"
"ENSG00000143164.15","turquoise"
"ENSG00000224837.1","grey"
"ENSG00000143147.14","tan"
"ENSG00000143155.12","red"
"ENSG00000213064.9","brown"
"ENSG00000143178.12","greenyellow"
"ENSG00000143196.4","brown"
"ENSG00000235736.1","grey"
"ENSG00000203601.3","grey"
"ENSG00000143153.12","steelblue"
"ENSG00000143156.13","darkturquoise"
"ENSG00000117475.13","salmon"
"ENSG00000117477.12","darkturquoise"
"ENSG00000117479.12","yellow"
"ENSG00000234604.2","green"
"ENSG00000213062.4","green"
"ENSG00000198734.10","turquoise"
"ENSG00000000460.16","turquoise"
"ENSG00000171806.11","red"
"ENSG00000000457.13","green"
"ENSG00000075945.12","greenyellow"
"ENSG00000243051.3","blue"
"ENSG00000120370.12","greenyellow"
"ENSG00000116132.11","tan"
"ENSG00000271811.1","grey"
"ENSG00000117523.15","brown"
"ENSG00000117533.14","green"
"ENSG00000010165.19","turquoise"
"ENSG00000197959.13","green"
"ENSG00000233540.1","green"
"ENSG00000283152.1","brown"
"ENSG00000135845.9","magenta"
"ENSG00000094975.13","magenta"
"ENSG00000120337.8","blue"
"ENSG00000230849.2","grey"
"ENSG00000226375.1","grey"
"ENSG00000117586.10","turquoise"
"ENSG00000231615.2","darkturquoise"
"ENSG00000203739.3","turquoise"
"ENSG00000117592.8","green"
"ENSG00000162753.11","grey"
"ENSG00000183831.6","grey"
"ENSG00000076321.10","turquoise"
"ENSG00000225591.2","turquoise"
"ENSG00000200674.1","grey"
"ENSG00000120334.15","yellow"
"ENSG00000117593.9","blue"
"ENSG00000270084.1","blue"
"ENSG00000234741.7","yellow"
"ENSG00000185278.15","tan"
"ENSG00000135870.11","yellow"
"ENSG00000236535.1","blue"
"ENSG00000152061.23","turquoise"
"ENSG00000203737.3","turquoise"
"ENSG00000237249.1","grey"
"ENSG00000223525.1","blue"
"ENSG00000116161.17","red"
"ENSG00000120333.4","green"
"ENSG00000116147.16","royalblue"
"ENSG00000235628.1","brown"
"ENSG00000227740.1","blue"
