gene_id,ensemblID,gene_name,seqname,gene_type,Caudate,DLPFC,Hippocampus,Dentate Gyrus
ENSG00000223345.3,ENSG00000223345,HIST2H2BA,chr1,transcribed_unprocessed_pseudogene,0,0,1,0
ENSG00000231429.2,ENSG00000231429,RP11-343N15.2,chr1,lincRNA,0,0,1,0
ENSG00000272583.1,ENSG00000272583,RP11-344P13.6,chr1,lincRNA,0,0,1,0
ENSG00000277702.1,ENSG00000277702,CH17-13I23.3,chr1,unprocessed_pseudogene,1,0,1,0
ENSG00000207205.1,ENSG00000207205,RNVU1-15,chr1,snRNA,1,1,1,0
ENSG00000266338.6,ENSG00000266338,NBPF15,chr1,protein_coding,0,1,1,1
ENSG00000276216.1,ENSG00000276216,CH17-373J23.1,chr1,lincRNA,1,0,1,0
ENSG00000162825.16,ENSG00000162825,NBPF20,chr1,protein_coding,0,0,0,1
ENSG00000270722.1,ENSG00000270722,U1,chr1,snRNA,0,0,1,0
ENSG00000275064.1,ENSG00000275064,CH17-262O2.1,chr1,unprocessed_pseudogene,1,1,1,1
ENSG00000186141.8,ENSG00000186141,POLR3C,chr1,protein_coding,0,0,1,0
ENSG00000186364.11,ENSG00000186364,NUDT17,chr1,protein_coding,1,1,0,0
ENSG00000198483.12,ENSG00000198483,ANKRD35,chr1,protein_coding,1,0,0,0
ENSG00000143127.12,ENSG00000143127,ITGA10,chr1,protein_coding,0,1,0,0
ENSG00000211451.11,ENSG00000211451,GNRHR2,chr1,unitary_pseudogene,1,0,0,0
ENSG00000272031.2,ENSG00000272031,ANKRD34A,chr1,protein_coding,0,1,1,0
ENSG00000265972.5,ENSG00000265972,TXNIP,chr1,protein_coding,0,0,1,0
ENSG00000271425.6,ENSG00000271425,NBPF10,chr1,protein_coding,1,0,0,0
ENSG00000264343.5,ENSG00000264343,NOTCH2NL,chr1,protein_coding,1,1,1,1
ENSG00000277406.1,ENSG00000277406,CH17-385C13.2,chr1,unprocessed_pseudogene,0,1,0,0
ENSG00000273768.1,ENSG00000273768,U1,chr1,snRNA,1,0,0,0
ENSG00000277420.1,ENSG00000277420,CH17-408M7.1,chr1,lincRNA,0,1,0,0
ENSG00000276975.2,ENSG00000276975,HYDIN2,chr1,transcribed_unprocessed_pseudogene,0,1,0,0
ENSG00000180867.10,ENSG00000180867,PDIA3P1,chr1,processed_pseudogene,0,0,1,0
ENSG00000226015.2,ENSG00000226015,CCT8P1,chr1,processed_pseudogene,1,0,0,0
ENSG00000131778.17,ENSG00000131778,CHD1L,chr1,protein_coding,0,1,0,1
ENSG00000116128.10,ENSG00000116128,BCL9,chr1,protein_coding,0,1,0,0
ENSG00000206585.1,ENSG00000206585,RNVU1-7,chr1,snRNA,0,0,1,0
ENSG00000263956.6,ENSG00000263956,NBPF11,chr1,protein_coding,1,0,1,0
ENSG00000227733.9,ENSG00000227733,RP4-565E6.1,chr1,lincRNA,1,1,1,0
ENSG00000234283.1,ENSG00000234283,RP11-495P10.6,chr1,lincRNA,0,1,0,0
ENSG00000202408.2,ENSG00000202408,RNU1-122P,chr1,snRNA,1,1,1,0
ENSG00000272824.1,ENSG00000272824,RP6-74O6.6,chr1,lincRNA,1,0,0,0
ENSG00000231551.7,ENSG00000231551,RP11-495P10.1,chr1,lincRNA,0,0,1,0
ENSG00000270629.5,ENSG00000270629,NBPF14,chr1,protein_coding,0,1,0,0
ENSG00000274265.4,ENSG00000274265,CH17-189H20.1,chr1,lincRNA,1,0,0,0
ENSG00000272755.1,ENSG00000272755,RP11-326G21.1,chr1,lincRNA,1,0,0,0
ENSG00000274423.1,ENSG00000274423,RP11-544O24.2,chr1,unprocessed_pseudogene,1,1,1,0
ENSG00000271383.6,ENSG00000271383,NBPF19,chr1,protein_coding,1,0,0,0
ENSG00000203814.6,ENSG00000203814,HIST2H2BF,chr1,protein_coding,0,0,1,0
ENSG00000233030.2,ENSG00000233030,RP11-196G18.3,chr1,antisense,1,0,0,0
ENSG00000159164.9,ENSG00000159164,SV2A,chr1,protein_coding,0,1,0,0
ENSG00000136631.12,ENSG00000136631,VPS45,chr1,protein_coding,0,0,1,0
ENSG00000118292.8,ENSG00000118292,C1orf54,chr1,protein_coding,1,0,1,0
ENSG00000163125.15,ENSG00000163125,RPRD2,chr1,protein_coding,0,1,1,0
ENSG00000143374.15,ENSG00000143374,TARS2,chr1,protein_coding,1,1,1,0
ENSG00000143420.17,ENSG00000143420,ENSA,chr1,protein_coding,1,0,0,0
ENSG00000143452.15,ENSG00000143452,HORMAD1,chr1,protein_coding,0,1,0,0
ENSG00000143363.15,ENSG00000143363,PRUNE1,chr1,protein_coding,0,0,1,0
ENSG00000143434.15,ENSG00000143434,SEMA6C,chr1,protein_coding,0,1,0,0
ENSG00000143367.15,ENSG00000143367,TUFT1,chr1,protein_coding,1,0,0,0
ENSG00000143376.12,ENSG00000143376,SNX27,chr1,protein_coding,0,1,0,0
ENSG00000143365.16,ENSG00000143365,RORC,chr1,protein_coding,0,0,1,0
ENSG00000234614.1,ENSG00000234614,AL450992.2,chr1,antisense,1,0,0,0
ENSG00000197747.8,ENSG00000197747,S100A10,chr1,protein_coding,0,1,0,0
ENSG00000163191.5,ENSG00000163191,S100A11,chr1,protein_coding,1,0,0,0
ENSG00000159450.12,ENSG00000159450,TCHH,chr1,protein_coding,1,0,0,0
ENSG00000237975.6,ENSG00000237975,FLG-AS1,chr1,antisense,1,1,1,0
ENSG00000188643.10,ENSG00000188643,S100A16,chr1,protein_coding,1,0,0,0
ENSG00000189334.8,ENSG00000189334,S100A14,chr1,protein_coding,1,0,0,0
ENSG00000189171.14,ENSG00000189171,S100A13,chr1,protein_coding,0,1,1,0
ENSG00000160679.12,ENSG00000160679,CHTOP,chr1,protein_coding,0,0,1,0
ENSG00000169418.9,ENSG00000169418,NPR1,chr1,protein_coding,1,0,0,0
ENSG00000272654.1,ENSG00000272654,RP11-422P24.11,chr1,lincRNA,1,0,0,0
ENSG00000143545.8,ENSG00000143545,RAB13,chr1,protein_coding,0,0,1,0
ENSG00000143612.18,ENSG00000143612,C1orf43,chr1,protein_coding,0,0,1,0
ENSG00000160712.12,ENSG00000160712,IL6R,chr1,protein_coding,0,1,1,0
ENSG00000169291.9,ENSG00000169291,SHE,chr1,protein_coding,0,1,0,0
ENSG00000163239.12,ENSG00000163239,TDRD10,chr1,protein_coding,0,1,0,0
ENSG00000160716.5,ENSG00000160716,CHRNB2,chr1,protein_coding,0,1,0,0
ENSG00000143537.13,ENSG00000143537,ADAM15,chr1,protein_coding,1,0,1,0
ENSG00000143590.13,ENSG00000143590,EFNA3,chr1,protein_coding,0,1,0,0
ENSG00000160767.20,ENSG00000160767,FAM189B,chr1,protein_coding,0,1,1,0
ENSG00000163374.19,ENSG00000163374,YY1AP1,chr1,protein_coding,0,1,1,0
ENSG00000132676.15,ENSG00000132676,DAP3,chr1,protein_coding,1,1,1,1
ENSG00000116580.18,ENSG00000116580,GON4L,chr1,protein_coding,1,1,0,0
ENSG00000132718.8,ENSG00000132718,SYT11,chr1,protein_coding,0,0,1,0
ENSG00000163479.13,ENSG00000163479,SSR2,chr1,protein_coding,0,0,1,0
ENSG00000160803.7,ENSG00000160803,UBQLN4,chr1,protein_coding,1,0,0,0
ENSG00000160785.13,ENSG00000160785,SLC25A44,chr1,protein_coding,0,1,0,0
ENSG00000163472.18,ENSG00000163472,TMEM79,chr1,protein_coding,1,0,0,0
ENSG00000187862.11,ENSG00000187862,TTC24,chr1,protein_coding,1,0,0,0
ENSG00000160818.16,ENSG00000160818,GPATCH4,chr1,protein_coding,0,0,1,0
ENSG00000132702.12,ENSG00000132702,HAPLN2,chr1,protein_coding,0,0,1,0
ENSG00000163565.18,ENSG00000163565,IFI16,chr1,protein_coding,1,0,0,0
ENSG00000163568.14,ENSG00000163568,AIM2,chr1,protein_coding,0,0,1,0
ENSG00000213088.9,ENSG00000213088,ACKR1,chr1,protein_coding,1,1,1,1
ENSG00000272668.1,ENSG00000272668,RP11-190A12.8,chr1,antisense,1,1,1,1
ENSG00000162728.4,ENSG00000162728,KCNJ9,chr1,protein_coding,0,1,0,0
ENSG00000224261.2,ENSG00000224261,RPSAP18,chr1,processed_pseudogene,0,1,0,0
ENSG00000162735.18,ENSG00000162735,PEX19,chr1,protein_coding,0,0,1,0
ENSG00000122218.14,ENSG00000122218,COPA,chr1,protein_coding,0,1,1,0
ENSG00000162736.15,ENSG00000162736,NCSTN,chr1,protein_coding,0,0,1,0
ENSG00000215845.10,ENSG00000215845,TSTD1,chr1,protein_coding,1,0,0,0
ENSG00000186517.13,ENSG00000186517,ARHGAP30,chr1,protein_coding,0,0,1,0
ENSG00000248485.1,ENSG00000248485,PCP4L1,chr1,protein_coding,0,1,0,0
ENSG00000143252.14,ENSG00000143252,SDHC,chr1,protein_coding,1,0,0,0
ENSG00000143226.13,ENSG00000143226,FCGR2A,chr1,protein_coding,0,1,1,0
ENSG00000244682.7,ENSG00000244682,FCGR2C,chr1,polymorphic_pseudogene,0,1,0,0
ENSG00000072694.20,ENSG00000072694,FCGR2B,chr1,protein_coding,0,0,1,0
ENSG00000162746.14,ENSG00000162746,FCRLB,chr1,protein_coding,0,1,1,1
ENSG00000198929.12,ENSG00000198929,NOS1AP,chr1,protein_coding,0,1,0,0
ENSG00000162733.16,ENSG00000162733,DDR2,chr1,protein_coding,0,0,1,0
ENSG00000132196.13,ENSG00000132196,HSD17B7,chr1,protein_coding,0,1,0,0
ENSG00000117152.13,ENSG00000117152,RGS4,chr1,protein_coding,1,0,0,0
ENSG00000185630.18,ENSG00000185630,PBX1,chr1,protein_coding,0,1,0,0
ENSG00000143183.16,ENSG00000143183,TMCO1,chr1,protein_coding,1,0,0,0
ENSG00000188859.6,ENSG00000188859,FAM78B,chr1,protein_coding,0,1,0,0
ENSG00000143157.11,ENSG00000143157,POGK,chr1,protein_coding,0,0,1,0
ENSG00000152382.5,ENSG00000152382,TADA1,chr1,protein_coding,0,0,1,0
ENSG00000198771.10,ENSG00000198771,RCSD1,chr1,protein_coding,0,0,1,0
ENSG00000224837.1,ENSG00000224837,GCSHP5,chr1,processed_pseudogene,1,1,1,0
ENSG00000143147.14,ENSG00000143147,GPR161,chr1,protein_coding,0,1,0,0
ENSG00000075945.12,ENSG00000075945,KIFAP3,chr1,protein_coding,0,1,0,0
ENSG00000007933.12,ENSG00000007933,FMO3,chr1,protein_coding,1,1,0,0
ENSG00000094963.13,ENSG00000094963,FMO2,chr1,protein_coding,1,1,1,0
ENSG00000076258.9,ENSG00000076258,FMO4,chr1,protein_coding,1,0,1,0
ENSG00000197959.13,ENSG00000197959,DNM3,chr1,protein_coding,0,0,1,0
ENSG00000135845.9,ENSG00000135845,PIGC,chr1,protein_coding,0,0,1,0
ENSG00000094975.13,ENSG00000094975,SUCO,chr1,protein_coding,0,0,1,0
ENSG00000120337.8,ENSG00000120337,TNFSF18,chr1,protein_coding,1,1,0,0
ENSG00000117586.10,ENSG00000117586,TNFSF4,chr1,protein_coding,0,0,1,0
ENSG00000117592.8,ENSG00000117592,PRDX6,chr1,protein_coding,0,0,0,1
ENSG00000162753.11,ENSG00000162753,SLC9C2,chr1,protein_coding,1,0,1,0
ENSG00000183831.6,ENSG00000183831,ANKRD45,chr1,protein_coding,1,1,0,0
ENSG00000234741.7,ENSG00000234741,GAS5,chr1,processed_transcript,1,0,0,0
ENSG00000185278.15,ENSG00000185278,ZBTB37,chr1,protein_coding,0,1,0,0
ENSG00000237249.1,ENSG00000237249,RP1-102G20.2,chr1,processed_pseudogene,0,1,0,0
ENSG00000120332.15,ENSG00000120332,TNN,chr1,protein_coding,0,0,1,0
ENSG00000116183.10,ENSG00000116183,PAPPA2,chr1,protein_coding,0,0,1,1
ENSG00000254154.8,ENSG00000254154,RP4-798P15.3,chr1,processed_transcript,0,1,1,0
ENSG00000116199.11,ENSG00000116199,FAM20B,chr1,protein_coding,1,1,1,0
ENSG00000057252.12,ENSG00000057252,SOAT1,chr1,protein_coding,1,0,0,0
ENSG00000143337.18,ENSG00000143337,TOR1AIP1,chr1,protein_coding,1,0,1,0
ENSG00000116260.16,ENSG00000116260,QSOX1,chr1,protein_coding,1,0,0,0
ENSG00000232586.1,ENSG00000232586,KIAA1614-AS1,chr1,antisense,0,1,0,0
ENSG00000153029.14,ENSG00000153029,MR1,chr1,protein_coding,1,1,1,1
ENSG00000135821.17,ENSG00000135821,GLUL,chr1,protein_coding,1,0,0,0
ENSG00000135862.5,ENSG00000135862,LAMC1,chr1,protein_coding,1,0,0,0
ENSG00000116698.20,ENSG00000116698,SMG7,chr1,protein_coding,0,1,0,0
ENSG00000198756.10,ENSG00000198756,COLGALT2,chr1,protein_coding,0,0,1,0
ENSG00000116667.12,ENSG00000116667,C1orf21,chr1,protein_coding,0,1,0,0
ENSG00000238061.2,ENSG00000238061,RP4-635A23.4,chr1,processed_pseudogene,0,0,1,0
ENSG00000143341.11,ENSG00000143341,HMCN1,chr1,protein_coding,1,1,0,0
ENSG00000047410.13,ENSG00000047410,TPR,chr1,protein_coding,0,1,0,0
ENSG00000162670.10,ENSG00000162670,BRINP3,chr1,protein_coding,0,0,0,1
ENSG00000237457.6,ENSG00000237457,LINC01351,chr1,lincRNA,0,0,0,1
ENSG00000090104.11,ENSG00000090104,RGS1,chr1,protein_coding,0,1,0,0
ENSG00000116741.7,ENSG00000116741,RGS2,chr1,protein_coding,1,0,0,0
ENSG00000134376.14,ENSG00000134376,CRB1,chr1,protein_coding,0,0,0,1
ENSG00000143355.15,ENSG00000143355,LHX9,chr1,protein_coding,0,0,0,1
ENSG00000260088.1,ENSG00000260088,RP11-92G12.3,chr1,lincRNA,1,0,0,0
ENSG00000116852.14,ENSG00000116852,KIF21B,chr1,protein_coding,0,0,1,0
ENSG00000229191.1,ENSG00000229191,RP11-168O16.1,chr1,antisense,0,1,1,0
ENSG00000163395.16,ENSG00000163395,IGFN1,chr1,protein_coding,0,1,1,0
ENSG00000081277.12,ENSG00000081277,PKP1,chr1,protein_coding,0,0,1,0
ENSG00000223396.2,ENSG00000223396,RP11-134G8.5,chr1,lincRNA,0,0,1,0
ENSG00000134369.15,ENSG00000134369,NAV1,chr1,protein_coding,0,0,1,0
ENSG00000176393.10,ENSG00000176393,RNPEP,chr1,protein_coding,1,1,1,0
ENSG00000170075.8,ENSG00000170075,GPR37L1,chr1,protein_coding,0,0,1,0
ENSG00000243323.5,ENSG00000243323,PTPRVP,chr1,unitary_pseudogene,0,1,0,0
ENSG00000143858.11,ENSG00000143858,SYT2,chr1,protein_coding,0,1,0,0
ENSG00000183155.4,ENSG00000183155,RABIF,chr1,protein_coding,0,1,0,0
ENSG00000159346.12,ENSG00000159346,ADIPOR1,chr1,protein_coding,0,0,1,0
ENSG00000122176.10,ENSG00000122176,FMOD,chr1,protein_coding,0,1,0,0
ENSG00000188783.5,ENSG00000188783,PRELP,chr1,protein_coding,0,0,1,0
ENSG00000058668.14,ENSG00000058668,ATP2B4,chr1,protein_coding,0,1,0,0
ENSG00000143845.14,ENSG00000143845,ETNK2,chr1,protein_coding,1,0,0,0
ENSG00000143850.13,ENSG00000143850,PLEKHA6,chr1,protein_coding,1,0,0,0
ENSG00000133056.13,ENSG00000133056,PIK3C2B,chr1,protein_coding,0,0,1,0
ENSG00000170382.11,ENSG00000170382,LRRN2,chr1,protein_coding,1,0,0,0
ENSG00000117222.13,ENSG00000117222,RBBP5,chr1,protein_coding,0,1,1,0
ENSG00000133059.16,ENSG00000133059,DSTYK,chr1,protein_coding,1,0,1,0
ENSG00000133069.15,ENSG00000133069,TMCC2,chr1,protein_coding,0,1,0,0
ENSG00000117266.15,ENSG00000117266,CDK18,chr1,protein_coding,1,0,0,0
ENSG00000174514.12,ENSG00000174514,MFSD4A,chr1,protein_coding,0,1,0,0
ENSG00000158715.5,ENSG00000158715,SLC45A3,chr1,protein_coding,1,0,0,0
ENSG00000117280.12,ENSG00000117280,RAB29,chr1,protein_coding,0,0,1,0
ENSG00000162877.12,ENSG00000162877,PM20D1,chr1,protein_coding,0,1,1,0
ENSG00000276600.4,ENSG00000276600,RAB7B,chr1,protein_coding,0,1,1,0
ENSG00000263528.7,ENSG00000263528,IKBKE,chr1,protein_coding,0,0,0,1
ENSG00000203710.10,ENSG00000203710,CR1,chr1,protein_coding,1,0,1,0
ENSG00000174059.16,ENSG00000174059,CD34,chr1,protein_coding,1,0,0,0
ENSG00000261453.1,ENSG00000261453,RP11-565N2.1,chr1,lincRNA,1,0,0,0
ENSG00000259815.1,ENSG00000259815,RP11-565N2.2,chr1,lincRNA,1,0,0,0
ENSG00000117594.9,ENSG00000117594,HSD11B1,chr1,protein_coding,0,0,1,0
ENSG00000009790.14,ENSG00000009790,TRAF3IP3,chr1,protein_coding,1,0,1,0
ENSG00000162757.4,ENSG00000162757,C1orf74,chr1,protein_coding,0,1,0,0
ENSG00000117595.10,ENSG00000117595,IRF6,chr1,protein_coding,0,1,1,0
ENSG00000082497.11,ENSG00000082497,SERTAD4,chr1,protein_coding,0,1,0,0
ENSG00000198570.5,ENSG00000198570,RD3,chr1,protein_coding,0,0,0,1
ENSG00000143493.12,ENSG00000143493,INTS7,chr1,protein_coding,1,0,0,0
ENSG00000065600.12,ENSG00000065600,TMEM206,chr1,protein_coding,0,0,1,0
ENSG00000117697.14,ENSG00000117697,NSL1,chr1,protein_coding,0,0,1,0
ENSG00000198468.7,ENSG00000198468,FLVCR1-AS1,chr1,lincRNA,1,1,1,0
ENSG00000143499.13,ENSG00000143499,SMYD2,chr1,protein_coding,0,1,0,0
ENSG00000152104.11,ENSG00000152104,PTPN14,chr1,protein_coding,0,1,0,0
ENSG00000042781.12,ENSG00000042781,USH2A,chr1,protein_coding,1,0,0,0
ENSG00000196482.16,ENSG00000196482,ESRRG,chr1,protein_coding,0,1,0,0
ENSG00000067533.5,ENSG00000067533,RRP15,chr1,protein_coding,0,1,1,0
ENSG00000116141.15,ENSG00000116141,MARK1,chr1,protein_coding,1,0,0,0
ENSG00000117791.15,ENSG00000117791,MARC2,chr1,protein_coding,1,0,0,0
ENSG00000143507.17,ENSG00000143507,DUSP10,chr1,protein_coding,0,0,1,0
ENSG00000143498.17,ENSG00000143498,TAF1A,chr1,protein_coding,1,1,0,1
ENSG00000272750.1,ENSG00000272750,RP11-378J18.8,chr1,antisense,1,1,1,1
ENSG00000162819.11,ENSG00000162819,BROX,chr1,protein_coding,0,0,1,0
ENSG00000154309.8,ENSG00000154309,DISP1,chr1,protein_coding,1,0,0,0
ENSG00000187554.11,ENSG00000187554,TLR5,chr1,protein_coding,0,1,1,0
ENSG00000162909.17,ENSG00000162909,CAPN2,chr1,protein_coding,1,0,1,0
ENSG00000143753.12,ENSG00000143753,DEGS1,chr1,protein_coding,0,0,1,0
ENSG00000143786.7,ENSG00000143786,CNIH3,chr1,protein_coding,0,0,0,1
ENSG00000229991.1,ENSG00000229991,AKR1B1P1,chr1,processed_pseudogene,0,0,1,0
ENSG00000185842.14,ENSG00000185842,DNAH14,chr1,protein_coding,1,1,0,0
ENSG00000143815.14,ENSG00000143815,LBR,chr1,protein_coding,0,0,1,0
ENSG00000154380.17,ENSG00000154380,ENAH,chr1,protein_coding,1,0,0,0
ENSG00000143819.12,ENSG00000143819,EPHX1,chr1,protein_coding,0,0,1,0
ENSG00000243709.1,ENSG00000243709,LEFTY1,chr1,protein_coding,0,1,1,0
ENSG00000143799.12,ENSG00000143799,PARP1,chr1,protein_coding,0,0,1,1
ENSG00000203685.9,ENSG00000203685,STUM,chr1,protein_coding,1,0,0,0
ENSG00000143776.18,ENSG00000143776,CDC42BPA,chr1,protein_coding,0,1,1,0
ENSG00000181450.17,ENSG00000181450,ZNF678,chr1,protein_coding,0,0,1,0
ENSG00000143740.14,ENSG00000143740,SNAP47,chr1,protein_coding,1,0,0,0
ENSG00000196890.4,ENSG00000196890,HIST3H2BB,chr1,protein_coding,0,1,0,0
ENSG00000116574.5,ENSG00000116574,RHOU,chr1,protein_coding,0,0,1,0
ENSG00000143632.14,ENSG00000143632,ACTA1,chr1,protein_coding,1,0,1,0
ENSG00000069248.11,ENSG00000069248,NUP133,chr1,protein_coding,0,0,1,0
ENSG00000135775.13,ENSG00000135775,COG2,chr1,protein_coding,1,0,0,0
ENSG00000135773.12,ENSG00000135773,CAPN9,chr1,protein_coding,0,1,0,0
ENSG00000119280.16,ENSG00000119280,C1orf198,chr1,protein_coding,0,0,0,1
ENSG00000182118.6,ENSG00000182118,FAM89A,chr1,protein_coding,1,0,0,0
ENSG00000116906.11,ENSG00000116906,GNPAT,chr1,protein_coding,0,0,1,0
ENSG00000116903.7,ENSG00000116903,EXOC8,chr1,protein_coding,0,0,1,0
ENSG00000135766.8,ENSG00000135766,EGLN1,chr1,protein_coding,0,1,0,0
ENSG00000162946.20,ENSG00000162946,DISC1,chr1,protein_coding,0,1,0,0
ENSG00000135778.11,ENSG00000135778,NTPCR,chr1,protein_coding,1,0,0,0
ENSG00000168264.10,ENSG00000168264,IRF2BP2,chr1,protein_coding,1,0,0,0
ENSG00000173726.10,ENSG00000173726,TOMM20,chr1,protein_coding,1,0,0,0
ENSG00000168243.10,ENSG00000168243,GNG4,chr1,protein_coding,1,0,0,0
ENSG00000077585.13,ENSG00000077585,GPR137B,chr1,protein_coding,0,0,1,0
ENSG00000086619.13,ENSG00000086619,ERO1B,chr1,protein_coding,1,1,1,0
ENSG00000116977.18,ENSG00000116977,LGALS8,chr1,protein_coding,0,1,0,1
ENSG00000119285.10,ENSG00000119285,HEATR1,chr1,protein_coding,1,0,0,0
ENSG00000077522.12,ENSG00000077522,ACTN2,chr1,protein_coding,0,1,0,0
ENSG00000198626.15,ENSG00000198626,RYR2,chr1,protein_coding,1,0,0,0
ENSG00000133019.11,ENSG00000133019,CHRM3,chr1,protein_coding,0,0,0,1
ENSG00000155816.19,ENSG00000155816,FMN2,chr1,protein_coding,0,1,0,0
ENSG00000180875.4,ENSG00000180875,GREM2,chr1,protein_coding,1,0,0,0
ENSG00000182901.16,ENSG00000182901,RGS7,chr1,protein_coding,1,0,0,0
ENSG00000225554.1,ENSG00000225554,RP11-527D7.1,chr1,lincRNA,1,0,0,0
ENSG00000054277.13,ENSG00000054277,OPN3,chr1,protein_coding,0,0,1,0
ENSG00000203668.2,ENSG00000203668,CHML,chr1,protein_coding,0,1,0,0
ENSG00000180287.16,ENSG00000180287,PLD5,chr1,protein_coding,1,0,0,0
ENSG00000272865.1,ENSG00000272865,RP11-561I11.4,chr1,antisense,1,1,1,0
ENSG00000224525.2,ENSG00000224525,RP11-561I11.3,chr1,antisense,1,1,0,0
ENSG00000054282.15,ENSG00000054282,SDCCAG8,chr1,protein_coding,1,0,0,0
ENSG00000117020.16,ENSG00000117020,AKT3,chr1,protein_coding,1,1,0,0
ENSG00000226828.1,ENSG00000226828,RP11-278H7.1,chr1,lincRNA,1,0,0,0
ENSG00000272195.1,ENSG00000272195,RP11-156E8.1,chr1,antisense,1,1,1,0
ENSG00000203666.12,ENSG00000203666,EFCAB2,chr1,protein_coding,1,1,1,0
ENSG00000162849.15,ENSG00000162849,KIF26B,chr1,protein_coding,0,0,0,1
ENSG00000185420.18,ENSG00000185420,SMYD3,chr1,protein_coding,0,0,0,1
ENSG00000202184.1,ENSG00000202184,RNU6-1283P,chr1,snRNA,0,0,1,0
ENSG00000230184.1,ENSG00000230184,SMYD3-IT1,chr1,sense_intronic,0,0,0,1
ENSG00000235021.1,ENSG00000235021,RP11-439E19.7,chr1,lincRNA,1,0,0,0
ENSG00000197472.14,ENSG00000197472,ZNF695,chr1,protein_coding,0,1,0,1
ENSG00000277462.1,ENSG00000277462,ZNF670,chr1,protein_coding,0,0,0,1
ENSG00000227671.4,ENSG00000227671,RP11-488L18.4,chr1,transcribed_unprocessed_pseudogene,1,0,1,0
ENSG00000162714.12,ENSG00000162714,ZNF496,chr1,protein_coding,0,0,1,0
ENSG00000162711.16,ENSG00000162711,NLRP3,chr1,protein_coding,0,0,1,0
ENSG00000238243.3,ENSG00000238243,OR2W3,chr1,protein_coding,1,0,0,0
ENSG00000229255.1,ENSG00000229255,RP11-407H12.8,chr1,lincRNA,0,1,0,0
ENSG00000189181.4,ENSG00000189181,OR14I1,chr1,protein_coding,1,0,0,0
ENSG00000259823.5,ENSG00000259823,LYPD8,chr1,protein_coding,1,0,0,1
ENSG00000175137.10,ENSG00000175137,SH3BP5L,chr1,protein_coding,1,0,0,0
ENSG00000184731.5,ENSG00000184731,FAM110C,chr2,protein_coding,1,0,0,0
ENSG00000151353.14,ENSG00000151353,TMEM18,chr2,protein_coding,0,0,1,0
ENSG00000172554.11,ENSG00000172554,SNTG2,chr2,protein_coding,1,1,0,0
ENSG00000171853.15,ENSG00000171853,TRAPPC12,chr2,protein_coding,0,1,1,0
ENSG00000182551.13,ENSG00000182551,ADI1,chr2,protein_coding,1,0,0,0
ENSG00000234171.2,ENSG00000234171,RNASEH1-AS1,chr2,antisense,1,1,1,0
ENSG00000171863.12,ENSG00000171863,RPS7,chr2,protein_coding,1,0,0,0
ENSG00000118004.17,ENSG00000118004,COLEC11,chr2,protein_coding,1,1,0,0
ENSG00000151360.9,ENSG00000151360,ALLC,chr2,protein_coding,1,0,0,0
ENSG00000228203.6,ENSG00000228203,RNF144A-AS1,chr2,processed_transcript,1,0,0,0
ENSG00000229727.6,ENSG00000229727,AC013460.1,chr2,processed_transcript,1,1,0,0
ENSG00000236790.5,ENSG00000236790,LINC00299,chr2,lincRNA,0,0,1,0
ENSG00000235092.5,ENSG00000235092,ID2-AS1,chr2,antisense,1,1,1,0
ENSG00000260837.1,ENSG00000260837,RP11-434B12.1,chr2,lincRNA,0,1,0,0
ENSG00000119203.13,ENSG00000119203,CPSF3,chr2,protein_coding,0,0,1,0
ENSG00000134330.18,ENSG00000134330,IAH1,chr2,protein_coding,0,0,1,0
ENSG00000151694.12,ENSG00000151694,ADAM17,chr2,protein_coding,0,0,0,1
ENSG00000134308.13,ENSG00000134308,YWHAQ,chr2,protein_coding,0,0,1,0
ENSG00000115750.16,ENSG00000115750,TAF1B,chr2,protein_coding,1,0,0,0
ENSG00000269973.1,ENSG00000269973,RP11-95D17.1,chr2,lincRNA,1,0,1,0
ENSG00000260077.1,ENSG00000260077,RP11-254F7.2,chr2,lincRNA,0,1,0,0
ENSG00000172059.10,ENSG00000172059,KLF11,chr2,protein_coding,1,0,0,0
ENSG00000115756.12,ENSG00000115756,HPCAL1,chr2,protein_coding,1,0,0,0
ENSG00000115758.12,ENSG00000115758,ODC1,chr2,protein_coding,1,0,0,0
ENSG00000143882.10,ENSG00000143882,ATP6V1C2,chr2,protein_coding,0,1,0,0
ENSG00000143870.12,ENSG00000143870,PDIA6,chr2,protein_coding,1,0,0,0
ENSG00000232056.1,ENSG00000232056,AC092687.4,chr2,lincRNA,1,0,0,0
ENSG00000162975.4,ENSG00000162975,KCNF1,chr2,protein_coding,0,0,0,1
ENSG00000150873.11,ENSG00000150873,C2orf50,chr2,protein_coding,0,0,0,1
ENSG00000196208.13,ENSG00000196208,GREB1,chr2,protein_coding,1,1,0,0
ENSG00000239899.3,ENSG00000239899,RN7SL674P,chr2,misc_RNA,0,0,1,0
ENSG00000169006.6,ENSG00000169006,NTSR2,chr2,protein_coding,1,0,0,0
ENSG00000230448.5,ENSG00000230448,LINC00276,chr2,lincRNA,0,0,1,0
ENSG00000151779.12,ENSG00000151779,NBAS,chr2,protein_coding,1,1,0,0
ENSG00000079785.14,ENSG00000079785,DDX1,chr2,protein_coding,0,1,1,0
ENSG00000214842.5,ENSG00000214842,RAD51AP2,chr2,protein_coding,0,1,0,1
ENSG00000068697.6,ENSG00000068697,LAPTM4A,chr2,protein_coding,1,0,0,0
