""	gene_id	Symbol	gene_type	chr	start	end	strand	length	logFC	AveExpr	t	P.Value	adj.P.Val	B	SE
ENST00000621084.1	ENSG00000275401.1	RP4-564F22.7	lincRNA	chr20	38418483	38419202	-	720	-0.746285321186721	-1.38743085544154	-6.60938030969858	3.55513290763123e-10	2.28439325263081e-07	12.2715729498222	0.0519316346686656
ENST00000590317.3	ENSG00000259823.5	LYPD8	protein_coding	chr1	248739415	248755739	-	1142	-0.742595581063	1.71189157574519	-6.57986707905319	4.18371238863346e-10	2.64662032354909e-07	12.6216965887013	0.124675104790307
ENST00000514148.1	ENSG00000171503.11	ETFDH	protein_coding	chr4	158681942	158684775	+	667	0.630591981259554	-0.0140348733568302	6.57972725360544	4.18693633178827e-10	2.64662032354909e-07	12.6673768118276	0.170926841927236
ENST00000355797.7	ENSG00000182534.13	MXRA7	protein_coding	chr17	76672551	76710955	-	5661	-0.210622679773775	5.19208188473081	-6.57824479874888	4.22126780096931e-10	2.64680299617229e-07	12.1324732737137	0.0583721408540075
ENST00000379483.3	ENSG00000120696.8	KBTBD7	protein_coding	chr13	41189833	41194566	-	4734	-0.14563089832592	4.70521106394502	-6.57636711232551	4.26514990175709e-10	2.65292323889291e-07	12.1975797155571	0.0362364937471025
ENST00000492490.1	ENSG00000164402.13	SEPT8	protein_coding	chr5	132764391	132777248	-	581	0.781741570515294	-1.48821967768847	6.5745169609394	4.30882723210855e-10	2.65881997854317e-07	12.121240340691	0.133076870369146
ENST00000457153.6	ENSG00000067715.13	SYT1	protein_coding	chr12	78864812	79452008	+	4592	-0.445124891139035	8.09073172293514	-6.56871885936253	4.4485745368259e-10	2.72343834833239e-07	11.5184093397451	0.492657419119269
ENST00000409458.3	ENSG00000136235.15	GPNMB	protein_coding	chr7	23246709	23258048	+	1673	0.484071073941753	1.32849152384082	6.55693266928855	4.74652858550918e-10	2.88314529315109e-07	12.528804410086	0.250898772173256
ENST00000514381.1	ENSG00000248429.5	RP11-597D13.9	antisense	chr4	158172577	158179926	+	762	0.941358909305302	-1.51661779394277	6.53124305993103	5.4656165700699e-10	3.29419913428632e-07	11.8774064853276	0.119695149193059
ENST00000536668.2	ENSG00000275778.1	PRH1-PRR4	protein_coding	chr12	10845849	11171598	-	1618	-0.546478726861052	1.40439212072809	-6.52792407372157	5.56600439623729e-10	3.32889878313423e-07	12.3747003493435	0.587614800609686
ENST00000507741.5	ENSG00000109184.14	DCUN1D4	protein_coding	chr4	51843153	51914036	+	1584	-1.00976548349825	2.01886541365681	-6.51939022806131	5.83252167123551e-10	3.46166839647756e-07	12.2830007788888	0.0551566951437845
ENST00000576221.1	ENSG00000141179.13	PCTP	protein_coding	chr17	55771177	55842830	+	609	-2.02001096307242	-2.10057710847833	-6.50180443955724	6.4219173293854e-10	3.78260660878572e-07	10.5229538023129	0.242009764178831
ENST00000449421.6	ENSG00000125450.10	NUP85	protein_coding	chr17	75205709	75226978	+	1287	-0.779486207511211	-0.111182933291658	-6.46870105537867	7.69448143204557e-10	4.49808970933491e-07	12.0705177282385	0.0855408586987417
ENST00000440863.6	ENSG00000140474.12	ULK3	protein_coding	chr15	74836116	74843197	-	2623	-3.59784762689667	2.53410726579469	-6.46729988511295	7.75349125161538e-10	4.49876078218728e-07	11.9936376000013	0.0950155973473793
ENST00000592474.1	ENSG00000161542.16	PRPSAP1	protein_coding	chr17	76312793	76314690	-	1898	0.301271597779794	2.21507043118867	6.46443137626651	7.87568827222935e-10	4.53581306048764e-07	11.9596856295845	0.0445271568716257
ENST00000458394.1	ENSG00000226752.8	PSMD5-AS1	processed_transcript	chr9	120844300	120845276	+	884	-0.62937580274192	2.16346030252351	-6.45815952561846	8.14949705837614e-10	4.65899556094666e-07	11.9333756445158	0.0390515890563229
ENST00000606282.1	ENSG00000271892.1	CTD-2228A4.1	lincRNA	chr5	17107360	17107789	-	430	-0.502698165358611	0.712434326281852	-6.44423927144321	8.79106989822223e-10	4.98909258822466e-07	11.9658266662455	0.148717147816758
ENST00000599908.1	ENSG00000219481.10	NBPF1	protein_coding	chr1	16599603	16603049	-	3447	-0.328907544089659	3.93813218782594	-6.41190745958478	1.04788905046951e-09	5.90386765753654e-07	11.4429534696907	0.0763872363179937
ENST00000569127.1	ENSG00000167186.10	COQ7	protein_coding	chr16	19067989	19079262	+	2575	-0.295565510930602	2.58274566059373	-6.39931320167343	1.12192260852221e-09	6.27550236061886e-07	11.5723532379277	0.106794859386183
ENST00000358415.8	ENSG00000151655.18	ITIH2	protein_coding	chr10	7703269	7749520	+	3193	1.20792283513921	0.315026119262241	6.38600573423974	1.20573174633015e-09	6.69611737694065e-07	11.6674181035774	0.190829968072991
ENST00000537087.5	ENSG00000111678.10	C12orf57	protein_coding	chr12	6943834	6946002	+	662	-0.400768637491631	2.1081287148874	-6.37869595527933	1.25435388642325e-09	6.91673862903598e-07	11.5183121719304	0.4231297871267
ENST00000426044.1	ENSG00000234773.7	CTD-2666L21.1	transcribed_unprocessed_pseudogene	chr19	12195017	12237767	+	917	-0.405466927168942	1.11195057333329	-6.37604450979281	1.27246217004952e-09	6.96717843108098e-07	11.5944877791643	0.30548989960433
ENST00000563144.1	ENSG00000261377.5	PDCD6IPP2	transcribed_unprocessed_pseudogene	chr15	28832380	28838983	+	480	1.23104597722392	-0.884825090126436	6.36986660417693	1.31565673779218e-09	7.15330848694699e-07	11.4548622558702	0.111880580595644
ENST00000343769.5	ENSG00000184635.13	ZNF93	protein_coding	chr19	19901061	19935575	+	2648	-0.344754233807084	1.55559512650857	-6.35058351013757	1.45995268506165e-09	7.88273064330163e-07	11.4317232177001	0.0747507108265794
ENST00000354451.6	ENSG00000100058.12	CRYBB2P1	transcribed_unprocessed_pseudogene	chr22	25455718	25511628	+	1560	0.357101411578488	1.46406120244492	6.34729470457779	1.48606824469739e-09	7.96840041553256e-07	11.4190802242116	0.179521162675314
ENST00000623011.1	ENSG00000275464.4	CH507-9B2.5	protein_coding	chr21	5134199	5142896	-	4564	2.68084056807678	-0.913634131898997	6.34566600310691	1.4991706482524e-09	7.98359711654962e-07	11.2017993253051	0.0681431816664075
ENST00000510776.5	ENSG00000109771.15	LRP2BP	protein_coding	chr4	185367063	185379018	-	3055	0.591039579762075	1.22379257232132	6.32559309788774	1.67026894678082e-09	8.83424561987816e-07	11.3242041128412	0.319568653365505
ENST00000513345.5	ENSG00000169567.11	HINT1	protein_coding	chr5	131159335	131165333	-	656	2.46776805867736	1.04998299631107	6.32155288860981	1.7069559398306e-09	8.96728542715061e-07	11.3191552088319	0.108910590557338
ENST00000609084.1	ENSG00000100058.12	CRYBB2P1	transcribed_unprocessed_pseudogene	chr22	25459976	25461668	+	1693	0.282208242479622	3.43164184870358	6.31973704391506	1.72370127265575e-09	8.99448147308621e-07	11.0276133924159	0.120597635580618
ENST00000559989.1	ENSG00000259295.6	CSPG4P12	transcribed_unprocessed_pseudogene	chr15	85196444	85213905	+	7790	-0.228525431446707	5.02329309776738	-6.31384144394993	1.77918884665185e-09	9.22212885514542e-07	10.7532412235998	0.095352835212596
ENST00000409493.3	ENSG00000115274.14	INO80B	protein_coding	chr2	74455116	74457400	+	623	2.77664414391703	-2.81291860745821	6.3070086007864	1.8456937538353e-09	9.50348936163542e-07	8.84751433249011	0.437450612224901
ENST00000421878.2	ENSG00000224525.2	RP11-561I11.3	antisense	chr1	242203555	242210827	+	766	-0.828976990090545	-0.916103578347834	-6.30224249849452	1.89352153708434e-09	9.68561180975708e-07	11.0660514175256	0.0315551857516818
ENST00000622242.4	ENSG00000275325.4	PDCD6IPP1	transcribed_unprocessed_pseudogene	chr15	22727104	22744699	+	1064	-0.998393849833107	-1.24931435085131	-6.29948242049839	1.92177301439545e-09	9.76587267119258e-07	10.8147101496007	0.176583852374854
ENST00000223398.10	ENSG00000106665.15	CLIP2	protein_coding	chr7	74289475	74405943	+	5563	-0.19016727841567	6.63885095307009	-6.29305007467595	1.98922857857474e-09	1.0043020908064e-06	10.3650482369368	0.197520860894756
ENST00000288710.6	ENSG00000157856.10	DRC1	protein_coding	chr2	26401916	26456711	+	2491	-0.519692702660664	0.776792565749217	-6.26593482412299	2.30005777194253e-09	1.15373865657117e-06	11.0436904575028	0.0307337444380056
ENST00000296674.12	ENSG00000186468.12	RPS23	protein_coding	chr5	82273358	82278577	-	3437	0.833737872692709	5.46381216832446	6.25225407285501	2.47450228547346e-09	1.23328559420232e-06	10.3411155008331	0.0596865417423091
ENST00000457997.1	ENSG00000206192.7	ANKRD20A9P	unprocessed_pseudogene	chr13	18816718	18871967	-	2978	-1.7238297575445	-1.14697423856018	-6.22910804045843	2.79965623403751e-09	1.3864539630345e-06	10.4749592903824	0.101827612828164
ENST00000544681.1	ENSG00000111678.10	C12orf57	protein_coding	chr12	6943817	6945098	+	980	-0.565949178184256	1.17613402644601	-6.21871497722793	2.95896230552377e-09	1.4560716408511e-06	10.7770534731858	0.149164421955661
ENST00000455965.5	ENSG00000235092.5	ID2-AS1	antisense	chr2	8670984	8681863	-	794	0.656309186901272	-0.549738115378626	6.216331424133	2.99673292007308e-09	1.46538355053888e-06	10.7544006620633	0.106388027866507
ENST00000418909.6	ENSG00000146950.12	SHROOM2	protein_coding	chrX	9912434	9949441	+	4615	-0.215684413877875	4.57638818215308	-6.20848576983214	3.12442945063806e-09	1.51827743616943e-06	10.2724196542969	0.104316997568763
ENST00000192788.5	ENSG00000065060.16	UHRF1BP1	protein_coding	chr6	34792080	34877514	+	9570	-0.169560549622438	5.01778095363555	-6.19500222547173	3.35647094042135e-09	1.62090444483081e-06	10.1350067448014	0.0204245203920866
ENST00000309451.6	ENSG00000173272.14	MZT2A	protein_coding	chr2	131483960	131492422	-	624	0.736914401711058	2.0107457207623	6.18202062705545	3.59581036764383e-09	1.7257670128661e-06	10.5017382010397	0.0779399963747747
ENST00000466256.6	ENSG00000058453.16	CROCC	protein_coding	chr1	16740273	16941434	+	1868	-0.513460305067285	0.312883375235066	-6.17431931273695	3.7456270278863e-09	1.78664111299485e-06	10.5913848008149	0.0951046021375602
ENST00000389680.2	ENSG00000211459.2	MT-RNR1	Mt_rRNA	chrM	648	1601	+	954	-0.590849652514018	11.4088817061641	-6.16546091876857	3.92553267661464e-09	1.86103759516334e-06	8.60463898036604	0.0715683391175923
ENST00000464061.1	ENSG00000213753.10	CENPBD1P1	transcribed_processed_pseudogene	chr19	58598967	58599435	+	469	3.64899723221679	-3.35215400322631	6.16247763767798	3.9880070807164e-09	1.86327616787226e-06	7.28479990083989	0.0306505408539553
ENST00000360830.8	ENSG00000138326.18	RPS24	protein_coding	chr10	78033883	78040697	+	514	0.191448914674082	6.53098483287369	6.16244867995693	3.98861825204579e-09	1.86327616787226e-06	9.69752503259335	0.13621773595035
ENST00000518166.5	ENSG00000104490.17	NCALD	protein_coding	chr8	101719280	102124334	-	570	1.33785778193712	1.46765094457238	6.16180867444412	4.00214945382208e-09	1.86327616787226e-06	10.4389839803736	0.407472850536222
ENST00000335606.10	ENSG00000242110.7	AMACR	protein_coding	chr5	33986178	34008108	-	4153	0.560751725573868	2.19252088203535	6.15874716255789	4.06750217731316e-09	1.88243032313154e-06	10.364894792625	0.297364250788106
ENST00000372666.1	ENSG00000182916.7	TCEAL7	protein_coding	chrX	103330229	103332088	+	852	-1.41086572801202	3.47787817570651	-6.15198998602008	4.21547083195199e-09	1.93936601884182e-06	10.1561539943722	0.198969525201387
ENST00000395923.5	ENSG00000104490.17	NCALD	protein_coding	chr8	101686543	102124907	-	3808	3.48188448824044	0.666556027117517	6.14596058345196	4.35195042340575e-09	1.99037732599881e-06	10.4376188477921	0.236708327912332
ENST00000619021.4	ENSG00000276550.4	HERC2P2	transcribed_unprocessed_pseudogene	chr15	22516909	22590815	+	5746	0.724921082788169	6.32966675705231	6.13456269210667	4.62188799500643e-09	2.0973486239231e-06	9.58638331042235	0.0958049201313482
ENST00000292408.8	ENSG00000160867.14	FGFR4	protein_coding	chr5	177086886	177098144	+	3122	-1.72980254325744	-2.33331066954786	-6.13382989735673	4.63979374038293e-09	2.0973486239231e-06	8.86920124556459	0.117475275291386
ENST00000599640.5	ENSG00000227733.9	RP4-565E6.1	lincRNA	chr1	148159213	148200553	-	4266	-0.328286248198245	2.13751302378347	-6.13024155674099	4.72846104539678e-09	2.12507425595144e-06	10.2346649810933	0.0740013480699995
ENST00000514436.1	ENSG00000250575.1	RP4-669L17.8	unprocessed_pseudogene	chr1	491225	493241	-	1239	0.856254006145695	-0.201646590366064	6.11892752258992	5.01904575632745e-09	2.24270579054287e-06	10.3039661087604	0.246450253419267
ENST00000360793.7	ENSG00000008283.15	CYB561	protein_coding	chr17	63432304	63446378	-	3001	0.266942037747726	4.65410289339041	6.11404446806496	5.14980321314286e-09	2.28798399898204e-06	9.76684042619328	0.0759340931424987
ENST00000360127.6	ENSG00000187624.8	C17orf97	protein_coding	chr17	410327	414666	+	1839	-0.383235028848476	2.0452273244954	-6.10909232367663	5.28582016723347e-09	2.33507112501365e-06	10.1352097412848	0.152214016374611
ENST00000361445.8	ENSG00000198793.12	MTOR	protein_coding	chr1	11106535	11262507	-	8677	-0.0997294146302482	6.84699016977036	-6.09567609878702	5.67225534845686e-09	2.49162629007074e-06	9.2980614810779	0.0630562598384813
ENST00000315147.8	ENSG00000249437.7	NAIP	protein_coding	chr5	70968483	70987150	-	5935	0.627280360508476	4.06386636860198	6.08885005698997	5.87936500690946e-09	2.56809342296186e-06	9.7307302119736	0.0695762475812035
ENST00000369836.8	ENSG00000168765.15	GSTM4	protein_coding	chr1	109656081	109661700	+	1412	-0.482928460371073	2.43681453475043	-6.08108886252159	6.12386071880225e-09	2.65994508875349e-06	9.93656954424736	0.172146906573709
ENST00000526704.6	ENSG00000230724.9	LINC01001	lincRNA	chr11	127204	138998	-	2553	0.45808674385133	1.79409964711017	6.05957322605171	6.85494729745787e-09	2.96095640209639e-06	9.90928564030363	0.680608879645978
ENST00000623707.1	ENSG00000279267.1	RP11-395L14.18	TEC	chr2	113605867	113607908	-	2042	0.24562339610462	4.06773641655966	6.05418469435099	7.05104392281179e-09	3.02883240330728e-06	9.55002839234864	0.180460204044746
ENST00000609513.1	ENSG00000100058.12	CRYBB2P1	transcribed_unprocessed_pseudogene	chr22	25518035	25520853	+	2819	0.260408474089068	2.87538874063303	6.04715924861311	7.31498342678787e-09	3.12494484303713e-06	9.70964743660195	0.109879486665212
ENST00000260952.8	ENSG00000138381.9	ASNSD1	protein_coding	chr2	189661420	189670831	+	2450	0.160684855926855	5.19718242251538	6.03930839180451	7.62139370169033e-09	3.23805114921543e-06	9.29440833281466	0.194949594717834
ENST00000503039.1	ENSG00000113761.11	ZNF346	protein_coding	chr5	177022735	177081189	+	2774	-0.409132792405826	1.29252193127161	-6.0322668393105	7.90689170618579e-09	3.33089621968458e-06	9.82934729856225	0.0902774531219565
ENST00000449428.6	ENSG00000182534.13	MXRA7	protein_coding	chr17	76679569	76711016	-	1881	-0.267259042011029	5.41352871631769	-6.0318140285236	7.92560515294723e-09	3.33089621968458e-06	9.22080249551143	0.0254847982895416
ENST00000506640.2	ENSG00000228327.3	RP11-206L10.2	transcribed_unprocessed_pseudogene	chr1	725885	778626	-	6432	0.461359684823576	3.98939965081147	6.02301828016025	8.29783784168669e-09	3.45065436817765e-06	9.41436744842634	0.0720003146629338
ENST00000620612.5	ENSG00000273136.6	NBPF26	protein_coding	chr1	120723949	120840619	+	4602	1.41934942742247	2.77789637449877	6.02298396539386	8.29932304629223e-09	3.45065436817765e-06	9.59741081076171	0.0307722967632178
ENST00000363217.1	ENSG00000200087.1	SNORA73B	snoRNA	chr1	28508559	28508762	+	204	0.549474687304357	6.12338681326517	6.01497795454477	8.65305114566158e-09	3.57858897114462e-06	9.00915146091511	0.0424331008693371
ENST00000349004.5	ENSG00000101079.20	NDRG3	protein_coding	chr20	36651766	36746078	-	2964	-0.098557728878125	7.16259296394313	-6.00719130617153	9.01123669313906e-09	3.69192381283015e-06	8.77309914987825	0.0673825998607883
ENST00000399922.6	ENSG00000100461.17	RBM23	protein_coding	chr14	22900766	22919182	-	2430	-0.653659730157821	4.4208184180515	-6.00614647315889	9.06039076830165e-09	3.69192381283015e-06	9.26474014361243	0.0556325890430221
ENST00000376401.4	ENSG00000204556.4	CTD-2514C3.1	unprocessed_pseudogene	chr20	26018832	26020684	+	353	0.818415708701717	-0.69236351948332	6.00595241326642	9.06954917364062e-09	3.69192381283015e-06	9.69393429773652	0.0371116924972783
ENST00000523308.5	ENSG00000105339.10	DENND3	protein_coding	chr8	141188349	141195802	+	2959	0.523375352019832	1.61032175478822	6.00319172612116	9.20082246292775e-09	3.72585388798246e-06	9.64503185565948	0.295190043800024
ENST00000483234.5	ENSG00000028310.17	BRD9	protein_coding	chr5	863741	879315	-	2211	-0.604005530138998	2.319174649715	-5.99025239014224	9.84132207225721e-09	3.96457404724351e-06	9.50723037571061	0.0698583798362488
ENST00000511313.5	ENSG00000168255.19	POLR2J3	protein_coding	chr7	102562656	102572583	-	4630	-0.329493141640349	5.96872495434425	-5.98885932118519	9.91282943274474e-09	3.97279633193765e-06	8.91609224184584	0.427886130264544
ENST00000380420.9	ENSG00000087842.10	PIR	protein_coding	chrX	15384799	15493341	-	1282	-0.356555379767698	2.44618493854699	-5.98504384303493	1.01112966027458e-08	4.03155544032557e-06	9.46461091622603	0.210055600447251
ENST00000361092.8	ENSG00000106733.20	NMRK1	protein_coding	chr9	75061200	75088209	-	1185	-0.429298128522982	2.40440670256812	-5.98376939452905	1.017845172094e-08	4.03762561889327e-06	9.45258737690839	0.0571457665948905
ENST00000522480.5	ENSG00000180747.15	SMG1P3	transcribed_unprocessed_pseudogene	chr16	21447078	21501886	-	4262	-1.39389739569032	2.88150079785119	-5.98269122676576	1.02356050359231e-08	4.03968675910165e-06	9.40070100525214	0.53684592864938
ENST00000561725.5	ENSG00000140474.12	ULK3	protein_coding	chr15	74836118	74843139	-	2738	6.71581355530542	-0.641636944848164	5.98014164453433	1.03720107964038e-08	4.07267856024883e-06	9.43531815056586	0.397820301822263
ENST00000369682.4	ENSG00000130827.6	PLXNA3	protein_coding	chrX	154458281	154477779	+	10885	0.214346272585523	4.58042666751553	5.97917924442475	1.04239618455243e-08	4.07267856024883e-06	9.09854976873224	0.472375035234725
ENST00000519554.5	ENSG00000168300.13	PCMTD1	protein_coding	chr8	51826929	51845745	-	814	0.591250756023419	-0.928557359072716	5.96534445894459	1.11995419440961e-08	4.35382193076735e-06	9.46295956328249	0.298574779921306
ENST00000409028.8	ENSG00000071082.10	RPL31	protein_coding	chr2	101002283	101019728	+	1110	-0.585373477409555	2.49689449455712	-5.96225216688391	1.13804731978576e-08	4.38297883202688e-06	9.33983660361975	0.127582737399955
ENST00000405613.1	ENSG00000216901.1	ZNF603P	unprocessed_pseudogene	chr6	28176188	28176674	+	487	-0.908844247449521	-0.0293693826030531	-5.96213662026226	1.13872890555554e-08	4.38297883202688e-06	9.53414572060284	0.140042921898195
ENST00000564657.1	ENSG00000065457.10	ADAT1	protein_coding	chr16	75617237	75622783	-	731	-0.296723893398842	1.19465699094774	-5.95976326643616	1.15281758288589e-08	4.41534813149645e-06	9.4722458271839	0.181637554275797
